"City","Year","Comparison","rate_before","rate","rate_difference","Chisq","P"
"Copenhagen, Denmark",2021,"after",0.0036697247706422,0.00182481751824818,-0.00184490725239403,NA,NA
"Copenhagen, Denmark",2022,"during",0,0.012909632571996,0.012909632571996,NA,NA
"Copenhagen, Denmark",2022,"after",0,0.00842696629213483,0.00842696629213483,NA,NA
"Corpus Christi, Texas, USA",2021,"during",0,0.000467945718296678,0.000467945718296678,NA,NA
"Corpus Christi, Texas, USA",2021,"after",0,0,0,NA,NA
"Corpus Christi, Texas, USA",2022,"during",0.000887311446317658,0,-0.000887311446317658,NA,NA
"Corpus Christi, Texas, USA",2022,"after",0.000887311446317658,0,-0.000887311446317658,NA,NA
"Cosalá, Sinaloa, México",2022,"during",0,0.000183772856749058,0.000183772856749058,NA,NA
"Cosalá, Sinaloa, México",2022,"after",0,0,0,NA,NA
"Cuernavaca, Morelos, México",2021,"during",0,0.000266880170803309,0.000266880170803309,NA,NA
"Cuernavaca, Morelos, México",2021,"after",0,0,0,NA,NA
"Cuernavaca, Morelos, México",2022,"during",0,0.00203896692342546,0.00203896692342546,NA,NA
"Cuernavaca, Morelos, México",2022,"after",0,0,0,NA,NA
"Culiacán, Sinaloa, México",2022,"during",0,0.000342289919561869,0.000342289919561869,NA,NA
"Culiacán, Sinaloa, México",2022,"after",0,0,0,NA,NA
"Curitiba, Paraná, Brazil",2018,"during",0,0.00548847420417124,0.00548847420417124,NA,NA
"Curitiba, Paraná, Brazil",2018,"after",0,0,0,NA,NA
"Curitiba, Paraná, Brazil",2020,"during",0,0.00448796409628723,0.00448796409628723,NA,NA
"Curitiba, Paraná, Brazil",2020,"after",0,0,0,NA,NA
"Curitiba, Paraná, Brazil",2021,"during",0.00930232558139535,0.00395048722675797,-0.00535183835463738,NA,NA
"Curitiba, Paraná, Brazil",2021,"after",0.00930232558139535,0.0103092783505155,0.00100695276912012,NA,NA
"Curitiba, Paraná, Brazil",2022,"during",0,0.0075,0.0075,NA,NA
"Curitiba, Paraná, Brazil",2022,"after",0,0.0103626943005181,0.0103626943005181,NA,NA
"Dallas-Fort Worth, Texas, USA",2018,"during",0.00137788494660696,0.00131151280150539,-6.63721451015697e-05,NA,NA
"Dallas-Fort Worth, Texas, USA",2018,"after",0.00137788494660696,0,-0.00137788494660696,NA,NA
"Dallas-Fort Worth, Texas, USA",2019,"during",0.00151148730350665,0.00109475067053479,-0.000416736632971865,NA,NA
"Dallas-Fort Worth, Texas, USA",2019,"after",0.00151148730350665,0.000938967136150235,-0.000572520167356416,NA,NA
"Dallas-Fort Worth, Texas, USA",2020,"during",0.0043585370475649,0.00197953465708369,-0.00237900239048122,12.9905598578927,0.000313065347721316
"Dallas-Fort Worth, Texas, USA",2020,"after",0.0043585370475649,0.00104153105064445,-0.00331700599692046,NA,NA
"Dallas-Fort Worth, Texas, USA",2021,"during",0.00249889754520065,0.00315649867374005,0.000657601128539406,5.55103295442964,0.0184697839814387
"Dallas-Fort Worth, Texas, USA",2021,"after",0.00249889754520065,0.000659957102788319,-0.00183894044241233,NA,NA
"Dallas-Fort Worth, Texas, USA",2022,"during",0.00152692948362021,0.00339288680095855,0.00186595731733834,1.4597791543154,0.226965262872451
"Dallas-Fort Worth, Texas, USA",2022,"after",0.00152692948362021,0.000663790242283438,-0.000863139241336772,NA,NA
"Davao City, Philippines",2020,"during",0,0.00222160510969175,0.00222160510969175,NA,NA
"Davao City, Philippines",2020,"after",0,0,0,NA,NA
"Davao City, Philippines",2021,"during",0,0.00409556313993174,0.00409556313993174,NA,NA
"Davao City, Philippines",2021,"after",0,0.00163398692810458,0.00163398692810458,NA,NA
"Davao City, Philippines",2022,"during",0,0.00744622173193602,0.00744622173193602,NA,NA
"Davao City, Philippines",2022,"after",0,0,0,NA,NA
"Denver-Boulder Metro, Colorado, USA",2018,"during",0.00429184549356223,0.0071660508341731,0.00287420534061087,NA,NA
"Denver-Boulder Metro, Colorado, USA",2018,"after",0.00429184549356223,0,-0.00429184549356223,NA,NA
"Denver-Boulder Metro, Colorado, USA",2019,"during",0.00719424460431655,0.00485969587709672,-0.00233454872721982,NA,NA
"Denver-Boulder Metro, Colorado, USA",2019,"after",0.00719424460431655,0.00233644859813084,-0.00485779600618571,NA,NA
"Denver-Boulder Metro, Colorado, USA",2020,"during",0.0299212598425197,0.0224592925322852,-0.00746196731023445,40.0705027086801,2.4496013635301e-10
"Denver-Boulder Metro, Colorado, USA",2020,"after",0.0299212598425197,0,-0.0299212598425197,NA,NA
"Denver-Boulder Metro, Colorado, USA",2021,"during",0.00183823529411765,0.00421099290780142,0.00237275761368377,NA,NA
"Denver-Boulder Metro, Colorado, USA",2021,"after",0.00183823529411765,0.0032183908045977,0.00138015551048005,NA,NA
"Denver-Boulder Metro, Colorado, USA",2022,"during",0.0153005464480874,0.00669002867155145,-0.00861051777653598,5.05239764736258,0.0245918862000234
"Denver-Boulder Metro, Colorado, USA",2022,"after",0.0153005464480874,0.00151975683890578,-0.0137807896091817,NA,NA
"East Texas, Texas, USA",2022,"during",0.00275482093663912,0.00143472022955524,-0.00132010070708388,NA,NA
"East Texas, Texas, USA",2022,"after",0.00275482093663912,0.0016,-0.00115482093663912,NA,NA
"Edinburgh, Scotland",2021,"during",0.00701754385964912,0.00375375375375375,-0.00326379010589537,NA,NA
"Edinburgh, Scotland",2021,"after",0.00701754385964912,0.00485436893203883,-0.00216317492761029,NA,NA
"Edinburgh, Scotland",2022,"during",0.0119760479041916,0.00100401606425703,-0.0109720318399346,NA,NA
"Edinburgh, Scotland",2022,"after",0.0119760479041916,0,-0.0119760479041916,NA,NA
"El Paso, Texas, USA",2021,"during",0.00625,0.000931966449207828,-0.00531803355079217,NA,NA
"El Paso, Texas, USA",2021,"after",0.00625,0,-0.00625,NA,NA
"Elota, Sinaloa, México",2022,"during",0,0.000795418390073179,0.000795418390073179,NA,NA
"Elota, Sinaloa, México",2022,"after",0,0,0,NA,NA
"Ensenada, Baja California, México",2019,"during",0,0.00249665626393223,0.00249665626393223,NA,NA
"Ensenada, Baja California, México",2019,"after",0,0.00478468899521531,0.00478468899521531,NA,NA
"Ensenada, Baja California, México",2020,"during",0.00613496932515337,0.00211193241816262,-0.00402303690699076,NA,NA
"Ensenada, Baja California, México",2020,"after",0.00613496932515337,0,-0.00613496932515337,NA,NA
"Ensenada, Baja California, México",2021,"during",0.00421940928270042,0.00487385321100917,0.000654443928308753,NA,NA
"Ensenada, Baja California, México",2021,"after",0.00421940928270042,0.00598802395209581,0.00176861466939539,NA,NA
"Ensenada, Baja California, México",2022,"during",0.00668896321070234,0.00614326084285539,-0.000545702367846954,NA,NA
"Ensenada, Baja California, México",2022,"after",0.00668896321070234,0.0028328611898017,-0.00385610202090064,NA,NA
"Erie, Pennsylvania, USA",2022,"during",0,0.00980792807519412,0.00980792807519412,NA,NA
"Erie, Pennsylvania, USA",2022,"after",0,0.00505050505050505,0.00505050505050505,NA,NA
"eThekwini, Kwa-Zulu Natal, South Africa",2020,"during",0,0.00289715113471753,0.00289715113471753,NA,NA
"eThekwini, Kwa-Zulu Natal, South Africa",2020,"after",0,0,0,NA,NA
"eThekwini, Kwa-Zulu Natal, South Africa",2021,"during",0,0.00296655879180151,0.00296655879180151,NA,NA
"eThekwini, Kwa-Zulu Natal, South Africa",2021,"after",0,0,0,NA,NA
"eThekwini, Kwa-Zulu Natal, South Africa",2022,"during",0,0.00185128046899105,0.00185128046899105,NA,NA
"eThekwini, Kwa-Zulu Natal, South Africa",2022,"after",0,0,0,NA,NA
"Eugene-Springfield, Oregon, USA",2019,"during",0,0.0105226236408278,0.0105226236408278,NA,NA
"Eugene-Springfield, Oregon, USA",2019,"after",0,0,0,NA,NA
"Eugene-Springfield, Oregon, USA",2020,"during",0.0031055900621118,0.0205003474635163,0.0173947574014045,3.75791258455428,0.0525581535534508
"Eugene-Springfield, Oregon, USA",2020,"after",0.0031055900621118,0,-0.0031055900621118,NA,NA
"Eugene-Springfield, Oregon, USA",2021,"during",0.00197628458498024,0.0147182506307822,0.0127419660458019,4.42382535722476,0.0354404990580945
"Eugene-Springfield, Oregon, USA",2021,"after",0.00197628458498024,0.00099009900990099,-0.000986185575079247,NA,NA
"Eugene-Springfield, Oregon, USA",2022,"during",0.0155440414507772,0.00826446280991736,-0.00727957864085985,NA,NA
"Eugene-Springfield, Oregon, USA",2022,"after",0.0155440414507772,0.00661375661375661,-0.00893028483702059,NA,NA
"Fairfield and Westchester County, Connecticut and New York, USA",2020,"during",0.00754147812971342,0.00876095118898623,0.00121947305927281,0.0057763563163717,0.939417233231969
"Fairfield and Westchester County, Connecticut and New York, USA",2020,"after",0.00754147812971342,0.00561272217025257,-0.00192875595946085,NA,NA
"Fairfield and Westchester County, Connecticut and New York, USA",2021,"during",0.00372093023255814,0.00465782873522035,0.000936898502662211,NA,NA
"Fairfield and Westchester County, Connecticut and New York, USA",2021,"after",0.00372093023255814,0.00223380491437081,-0.00148712531818733,NA,NA
"Fairfield and Westchester County, Connecticut and New York, USA",2022,"during",0.00744047619047619,0.00551470588235294,-0.00192577030812325,0.271209772372274,0.602521398973565
"Fairfield and Westchester County, Connecticut and New York, USA",2022,"after",0.00744047619047619,0,-0.00744047619047619,NA,NA
"Fort Wayne, Indiana, USA",2020,"during",0,0.00302571860816944,0.00302571860816944,NA,NA
"Fort Wayne, Indiana, USA",2020,"after",0,0.00421940928270042,0.00421940928270042,NA,NA
"Fort Wayne, Indiana, USA",2021,"during",0,0.000666666666666667,0.000666666666666667,NA,NA
"Fort Wayne, Indiana, USA",2021,"after",0,0,0,NA,NA
"Fort Wayne, Indiana, USA",2022,"during",0,0,0,NA,NA
"Fort Wayne, Indiana, USA",2022,"after",0,0.00630517023959647,0.00630517023959647,NA,NA
"GAM, San José, Costa Rica",2020,"during",0,0.00422336931018301,0.00422336931018301,NA,NA
"GAM, San José, Costa Rica",2020,"after",0,0,0,NA,NA
"GAM, San José, Costa Rica",2021,"during",0,0.00411368735976066,0.00411368735976066,NA,NA
"GAM, San José, Costa Rica",2021,"after",0,0,0,NA,NA
"GAM, San José, Costa Rica",2022,"during",0,0.00565371024734982,0.00565371024734982,NA,NA
"GAM, San José, Costa Rica",2022,"after",0,0.00595238095238095,0.00595238095238095,NA,NA
"Garden Route, Western Cape, South Africa",2020,"during",0.00478468899521531,0.00878684807256236,0.00400215907734705,0.699652894174681,0.402900351410939
"Garden Route, Western Cape, South Africa",2020,"after",0.00478468899521531,0.00413223140495868,-0.000652457590256633,NA,NA
"Garden Route, Western Cape, South Africa",2021,"during",0.00826446280991736,0.0104038867350444,0.00213942392512706,0.0519297285500951,0.819738790804588
"Garden Route, Western Cape, South Africa",2021,"after",0.00826446280991736,0.00975609756097561,0.00149163475105825,NA,NA
"Garden Route, Western Cape, South Africa",2022,"during",0.0097165991902834,0.00855068897637795,-0.00116591021390545,2.69170191729059,0.100872020490082
"Garden Route, Western Cape, South Africa",2022,"after",0.0097165991902834,0.00303336703741153,-0.00668323215287187,NA,NA
"Geelong, Victoria, Australia",2020,"during",0,0.00369499496137051,0.00369499496137051,NA,NA
"Geelong, Victoria, Australia",2020,"after",0,0.00806451612903226,0.00806451612903226,NA,NA
"Geelong, Victoria, Australia",2021,"during",0.00606060606060606,0.00411764705882353,-0.00194295900178253,NA,NA
"Geelong, Victoria, Australia",2021,"after",0.00606060606060606,0.0223048327137546,0.0162442266531486,NA,NA
"Geelong, Victoria, Australia",2022,"during",0.00914076782449726,0.00705794947994056,-0.00208281834455669,NA,NA
"Geelong, Victoria, Australia",2022,"after",0.00914076782449726,0.00764818355640535,-0.0014925842680919,NA,NA
"Glasgow, Scotland",2020,"during",0,0.00825643516270034,0.00825643516270034,NA,NA
"Glasgow, Scotland",2020,"after",0,0.00357142857142857,0.00357142857142857,NA,NA
"Glasgow, Scotland",2021,"during",0.0113636363636364,0.00506146059291396,-0.00630217577072241,NA,NA
"Glasgow, Scotland",2021,"after",0.0113636363636364,0,-0.0113636363636364,NA,NA
"Glasgow, Scotland",2022,"during",0,0.00264270613107822,0.00264270613107822,NA,NA
"Glasgow, Scotland",2022,"after",0,0,0,NA,NA
"Graz, Styria, Austria",2020,"during",0.00458715596330275,0.00684529630354,0.00225814034023724,NA,NA
"Graz, Styria, Austria",2020,"after",0.00458715596330275,0,-0.00458715596330275,NA,NA
"Graz, Styria, Austria",2021,"during",0.0265957446808511,0.0147067371970005,-0.0118890074838505,NA,NA
"Graz, Styria, Austria",2021,"after",0.0265957446808511,0.00413223140495868,-0.0224635132758924,NA,NA
"Graz, Styria, Austria",2022,"during",0,0.0113144955867543,0.0113144955867543,NA,NA
"Graz, Styria, Austria",2022,"after",0,0.0016260162601626,0.0016260162601626,NA,NA
"Greater Manchester, UK",2019,"during",0,0.00391083300743058,0.00391083300743058,NA,NA
"Greater Manchester, UK",2019,"after",0,0,0,NA,NA
"Greater Manchester, UK",2020,"during",0.0123076923076923,0.00167785234899329,-0.010629839958699,NA,NA
"Greater Manchester, UK",2020,"after",0.0123076923076923,0,-0.0123076923076923,NA,NA
"Greater Manchester, UK",2021,"during",0,0.0075512405609493,0.0075512405609493,NA,NA
"Greater Manchester, UK",2021,"after",0,0,0,NA,NA
"Greater Manchester, UK",2022,"during",0.00265957446808511,0.00221631205673759,-0.000443262411347518,NA,NA
"Greater Manchester, UK",2022,"after",0.00265957446808511,0,-0.00265957446808511,NA,NA
"Greater Phoenix Area, Arizona, USA",2021,"during",0,0.000721426362980521,0.000721426362980521,NA,NA
"Greater Phoenix Area, Arizona, USA",2021,"after",0,0.00306278713629403,0.00306278713629403,NA,NA
"Greater Phoenix Area, Arizona, USA",2022,"during",0,0.00224959226140262,0.00224959226140262,NA,NA
"Greater Phoenix Area, Arizona, USA",2022,"after",0,0.000571755288736421,0.000571755288736421,NA,NA
"Greater Portland-Vancouver Metro Area, Oregon, USA",2021,"during",0.00581395348837209,0.00714068672136129,0.0013267332329892,2.05170675788079,0.152035668909591
"Greater Portland-Vancouver Metro Area, Oregon, USA",2021,"after",0.00581395348837209,0.00220507166482911,-0.00360888182354299,NA,NA
"Greater Portland-Vancouver Metro Area, Oregon, USA",2022,"during",0.00726392251815981,0.00800854244527496,0.000744619927115153,0.00102472170549872,0.974463059626061
"Greater Portland-Vancouver Metro Area, Oregon, USA",2022,"after",0.00726392251815981,0.00650976464697046,-0.000754157871189351,NA,NA
"Greater Victoria, British Columbia, Canada",2022,"during",0.0254983773759852,0.0305043050430504,0.00500592766706526,2.94790694967112e-28,0.999999999999986
"Greater Victoria, British Columbia, Canada",2022,"after",0.0254983773759852,0.0259023354564756,0.000403958080490419,NA,NA
"Greensboro, North Carolina, USA",2021,"during",0.00225563909774436,0.00399520575309628,0.00173956665535192,NA,NA
"Greensboro, North Carolina, USA",2021,"after",0.00225563909774436,0.00782122905027933,0.00556558995253497,NA,NA
"Greensboro, North Carolina, USA",2022,"during",0.00410677618069815,0.00674974039460021,0.00264296421390206,0.382106866149539,0.536477828575226
"Greensboro, North Carolina, USA",2022,"after",0.00410677618069815,0.00115473441108545,-0.0029520417696127,NA,NA
"Guatemala, Guatemala",2022,"during",0,0.00601001669449082,0.00601001669449082,NA,NA
"Guatemala, Guatemala",2022,"after",0,0.00471698113207547,0.00471698113207547,NA,NA
"Halifax Regional Municipality, Nova Scotia, Canada",2019,"during",0.0805369127516778,0.102131554858114,0.0215946421064364,0.132263998760811,0.716096100544177
"Halifax Regional Municipality, Nova Scotia, Canada",2019,"after",0.0805369127516778,0.0631578947368421,-0.0173790180148357,NA,NA
"Halifax Regional Municipality, Nova Scotia, Canada",2020,"during",0.0524017467248908,0.0801832760595647,0.0277815293346739,2.4389160009666,0.118357991307814
"Halifax Regional Municipality, Nova Scotia, Canada",2020,"after",0.0524017467248908,0.0936708860759494,0.0412691393510585,NA,NA
"Halifax Regional Municipality, Nova Scotia, Canada",2021,"during",0.00884955752212389,0.0732811140121845,0.0644315564900606,11.6572493746847,0.000639528295821284
"Halifax Regional Municipality, Nova Scotia, Canada",2021,"after",0.00884955752212389,0.0101010101010101,0.00125145257888621,NA,NA
"Halifax Regional Municipality, Nova Scotia, Canada",2022,"during",0.106317411402157,0.0805537024683122,-0.025763708933845,36.0644001703057,1.90902794235146e-09
"Halifax Regional Municipality, Nova Scotia, Canada",2022,"after",0.106317411402157,0.0117647058823529,-0.0945527055198042,NA,NA
"Hamilton, Ontario, Canada",2021,"during",0.00708215297450425,0.00330528846153846,-0.00377686451296579,NA,NA
"Hamilton, Ontario, Canada",2021,"after",0.00708215297450425,0.00181323662737987,-0.00526891634712438,NA,NA
"Hamilton, Ontario, Canada",2022,"during",0.0275862068965517,0.0098314606741573,-0.0177547462223944,12.6240281696899,0.00038081981258401
"Hamilton, Ontario, Canada",2022,"after",0.0275862068965517,0,-0.0275862068965517,NA,NA
"Hampton Roads, Virginia, USA",2021,"during",0.00190839694656489,0.00518134715025907,0.00327295020369418,NA,NA
"Hampton Roads, Virginia, USA",2021,"after",0.00190839694656489,0.00261780104712042,0.000709404100555534,NA,NA
"Hampton Roads, Virginia, USA",2022,"during",0.00398089171974522,0.00755001887504719,0.00356912715530196,1.17466803820136,0.278444156262982
"Hampton Roads, Virginia, USA",2022,"after",0.00398089171974522,0.00124223602484472,-0.0027386556949005,NA,NA
"Heart of Texas, Texas, USA",2021,"during",0.00127064803049555,0.00234137204401779,0.00107072401352224,NA,NA
"Heart of Texas, Texas, USA",2021,"after",0.00127064803049555,0.000909918107370337,-0.000360729923125216,NA,NA
"Heart of Texas, Texas, USA",2022,"during",0.000989119683481701,0.00748178775349478,0.00649266807001308,4.56736532808861,0.0325866454157067
"Heart of Texas, Texas, USA",2022,"after",0.000989119683481701,0.00129032258064516,0.00030120289716346,NA,NA
"Hollywood, Florida, USA",2022,"during",0.00260416666666667,0.00417140690178233,0.00156724023511566,NA,NA
"Hollywood, Florida, USA",2022,"after",0.00260416666666667,0,-0.00260416666666667,NA,NA
"Honduras",2020,"during",0,0.00180261378999549,0.00180261378999549,NA,NA
"Honduras",2020,"after",0,0,0,NA,NA
"Honduras",2021,"during",0,0.00621453661172656,0.00621453661172656,NA,NA
"Honduras",2021,"after",0,0.00347523892267593,0.00347523892267593,NA,NA
"Hong Kong",2018,"during",0,0.000338458563001644,0.000338458563001644,NA,NA
"Hong Kong",2018,"after",0,0,0,NA,NA
"Hong Kong",2019,"during",0,0.000633854150160048,0.000633854150160048,NA,NA
"Hong Kong",2019,"after",0,0.000377500943752359,0.000377500943752359,NA,NA
"Hong Kong",2020,"during",0,0.000521255646936175,0.000521255646936175,NA,NA
"Hong Kong",2020,"after",0,0.000956937799043062,0.000956937799043062,NA,NA
"Hong Kong",2021,"during",0.000469483568075117,0.000468870357346194,-6.13210728923571e-07,NA,NA
"Hong Kong",2021,"after",0.000469483568075117,0,-0.000469483568075117,NA,NA
"Hong Kong",2022,"during",0.000321440051430408,0.000630782169890664,0.000309342118460256,NA,NA
"Hong Kong",2022,"after",0.000321440051430408,0,-0.000321440051430408,NA,NA
"Houston-Galveston, Texas, USA",2018,"during",0.00144927536231884,0.00102751965689778,-0.000421755705421056,NA,NA
"Houston-Galveston, Texas, USA",2018,"after",0.00144927536231884,0.000743494423791822,-0.000705780938527019,NA,NA
"Houston-Galveston, Texas, USA",2019,"during",0.00123507616303005,0.00150375939849624,0.000268683235466187,NA,NA
"Houston-Galveston, Texas, USA",2019,"after",0.00123507616303005,0.00286697247706422,0.00163189631403417,NA,NA
"Houston-Galveston, Texas, USA",2020,"during",0.0011001100110011,0.00195171317044962,0.000851603159448517,0.838560451734344,0.359808807128649
"Houston-Galveston, Texas, USA",2020,"after",0.0011001100110011,0.00162381596752368,0.000523705956522581,NA,NA
"Houston-Galveston, Texas, USA",2021,"during",0.000780335544284042,0.004720692368214,0.00394035682392996,15.5064366120959,8.22247908736843e-05
"Houston-Galveston, Texas, USA",2021,"after",0.000780335544284042,0.00107681263460158,0.000296477090317537,NA,NA
"Houston-Galveston, Texas, USA",2022,"during",0.00169204737732657,0.00217953108945418,0.000487483712127618,2.37140644506142e-28,0.999999999999988
"Houston-Galveston, Texas, USA",2022,"after",0.00169204737732657,0.00173611111111111,4.40637337845459e-05,NA,NA
"Hsinchu, Taiwan",2020,"during",0,0.000750844700287824,0.000750844700287824,NA,NA
"Hsinchu, Taiwan",2020,"after",0,0,0,NA,NA
"Hsinchu, Taiwan",2021,"during",0,0.000558659217877095,0.000558659217877095,NA,NA
"Hsinchu, Taiwan",2021,"after",0,0,0,NA,NA
"Hsinchu, Taiwan",2022,"during",0,0.000255689082076195,0.000255689082076195,NA,NA
"Hsinchu, Taiwan",2022,"after",0,0,0,NA,NA
"Indianapolis, Indiana, USA",2018,"during",0,0.00107009095773141,0.00107009095773141,NA,NA
"Indianapolis, Indiana, USA",2018,"after",0,0.00856531049250535,0.00856531049250535,NA,NA
"Indianapolis, Indiana, USA",2019,"during",0,0.00274819649604947,0.00274819649604947,NA,NA
"Indianapolis, Indiana, USA",2019,"after",0,0.0072992700729927,0.0072992700729927,NA,NA
"Indianapolis, Indiana, USA",2020,"during",0.00254129606099111,0.00218627022299956,-0.000355025837991543,NA,NA
"Indianapolis, Indiana, USA",2020,"after",0.00254129606099111,0,-0.00254129606099111,NA,NA
"Indianapolis, Indiana, USA",2021,"during",0.0061381074168798,0.00519656574785359,-0.000941541669026203,1.29552093427326e-27,0.999999999999971
"Indianapolis, Indiana, USA",2021,"after",0.0061381074168798,0.00600961538461538,-0.000128492032264411,NA,NA
"Indianapolis, Indiana, USA",2022,"during",0.0015552099533437,0.00390167772142021,0.00234646776807651,NA,NA
"Indianapolis, Indiana, USA",2022,"after",0.0015552099533437,0.000915750915750916,-0.000639459037592786,NA,NA
"Inland Empire, California, USA",2020,"during",0.00181323662737987,0.00779963601698587,0.005986399389606,0.267094560066992,0.605287458614157
"Inland Empire, California, USA",2020,"after",0.00181323662737987,0.00288517022504328,0.0010719335976634,NA,NA
"Inland Empire, California, USA",2021,"during",0.00411160058737151,0.00879921784730246,0.00468761725993095,1.19738992665943,0.273843972583459
"Inland Empire, California, USA",2021,"after",0.00411160058737151,0.00237029233605478,-0.00174130825131673,NA,NA
"Inland Empire, California, USA",2022,"during",0.00447035957240039,0.00175060597899273,-0.00271975359340766,1.6480589380656,0.199223326012924
"Inland Empire, California, USA",2022,"after",0.00447035957240039,0.00258665287118469,-0.0018837067012157,NA,NA
"Ithaca, New York, USA",2021,"during",0.0299277605779154,0.0255941499085923,-0.00433361066932305,42.9924139713713,5.49525327205069e-11
"Ithaca, New York, USA",2021,"after",0.0299277605779154,0.108532423208191,0.0786046626302757,NA,NA
"Ithaca, New York, USA",2022,"during",0.00797448165869218,0.00998423541776143,0.00200975375906924,0.0435140887937289,0.834760269561181
"Ithaca, New York, USA",2022,"after",0.00797448165869218,0.00134770889487871,-0.00662677276381348,NA,NA
"Kansas City, Missouri, USA",2020,"during",0,0.0028328611898017,0.0028328611898017,NA,NA
"Kansas City, Missouri, USA",2020,"after",0,0.00917431192660551,0.00917431192660551,NA,NA
"Kansas City, Missouri, USA",2021,"during",0,0.000852514919011083,0.000852514919011083,NA,NA
"Kansas City, Missouri, USA",2021,"after",0,0,0,NA,NA
"Kiel, Schleswig-Holstein, Germany",2021,"during",0,0.00596236258617477,0.00596236258617477,NA,NA
"Kiel, Schleswig-Holstein, Germany",2021,"after",0,0,0,NA,NA
"Kiel, Schleswig-Holstein, Germany",2022,"during",0.00884955752212389,0.00465874679711158,-0.00419081072501232,NA,NA
"Kiel, Schleswig-Holstein, Germany",2022,"after",0.00884955752212389,0,-0.00884955752212389,NA,NA
"Klang Valley (Kuala Lumpur), Malaysia",2018,"during",0,0.000272343515954791,0.000272343515954791,NA,NA
"Klang Valley (Kuala Lumpur), Malaysia",2018,"after",0,0,0,NA,NA
"Klang Valley (Kuala Lumpur), Malaysia",2019,"during",0,0.00137203166226913,0.00137203166226913,NA,NA
"Klang Valley (Kuala Lumpur), Malaysia",2019,"after",0,0,0,NA,NA
"Klang Valley (Kuala Lumpur), Malaysia",2021,"during",0,0.000637077935867488,0.000637077935867488,NA,NA
"Klang Valley (Kuala Lumpur), Malaysia",2021,"after",0,0,0,NA,NA
"Klang Valley (Kuala Lumpur), Malaysia",2022,"during",0,0.000468603561387067,0.000468603561387067,NA,NA
"Klang Valley (Kuala Lumpur), Malaysia",2022,"after",0,0,0,NA,NA
"Knox Area (Knoxville), Tennessee, USA",2021,"during",0.0024330900243309,0.00255754475703325,0.000124454732702348,NA,NA
"Knox Area (Knoxville), Tennessee, USA",2021,"after",0.0024330900243309,0.00316255534471853,0.000729465320387632,NA,NA
"Knox Area (Knoxville), Tennessee, USA",2022,"during",0.00706214689265537,0.00891829689298044,0.00185615000032507,0.218762094478144,0.639984763278577
"Knox Area (Knoxville), Tennessee, USA",2022,"after",0.00706214689265537,0.00217864923747277,-0.0048834976551826,NA,NA
"La Paz, Bolivia",2019,"during",0.00284495021337127,0.00348468627327498,0.000639736059903709,NA,NA
"La Paz, Bolivia",2019,"after",0.00284495021337127,0.00766283524904215,0.00481788503567088,NA,NA
"La Paz, Bolivia",2020,"during",0,0.00148279952550415,0.00148279952550415,NA,NA
"La Paz, Bolivia",2020,"after",0,0,0,NA,NA
"La Paz, Bolivia",2021,"during",0,0.0101626016260163,0.0101626016260163,NA,NA
"La Paz, Bolivia",2021,"after",0,0,0,NA,NA
"La Paz, Bolivia",2022,"during",0.00124223602484472,0.00554920487924872,0.004306968854404,NA,NA
"La Paz, Bolivia",2022,"after",0.00124223602484472,0.00240963855421687,0.00116740252937215,NA,NA
"Lancashire, UK",2020,"during",0.00839454354669465,0.00187899285982713,-0.00651555068686752,NA,NA
"Lancashire, UK",2020,"after",0.00839454354669465,0.00116279069767442,-0.00723175284902023,NA,NA
"Lancashire, UK",2021,"during",0.013986013986014,0.0023403543965229,-0.0116456595894911,NA,NA
"Lancashire, UK",2021,"after",0.013986013986014,0.00297619047619048,-0.0110098235098235,NA,NA
"Lancashire, UK",2022,"during",0.00539083557951483,0.00337750064951936,-0.00201333492999547,4.27643021449224,0.0386444291505567
"Lancashire, UK",2022,"after",0.00539083557951483,0.0275689223057644,0.0221780867262496,NA,NA
"Lexington, Kentucky, USA",2021,"during",0,0.009765625,0.009765625,NA,NA
"Lexington, Kentucky, USA",2021,"after",0,0,0,NA,NA
"Lexington, Kentucky, USA",2022,"during",0,0.00337711069418386,0.00337711069418386,NA,NA
"Lexington, Kentucky, USA",2022,"after",0,0,0,NA,NA
"Lima, Perú",2019,"during",0,0.00108932461873638,0.00108932461873638,NA,NA
"Lima, Perú",2019,"after",0,0,0,NA,NA
"Lima, Perú",2021,"during",0,0.000243131534159981,0.000243131534159981,NA,NA
"Lima, Perú",2021,"after",0,0,0,NA,NA
"Liverpool City Region, UK",2019,"during",0.012987012987013,0.00957823567289118,-0.00340877731412181,1.25033897885634,0.263487744038438
"Liverpool City Region, UK",2019,"after",0.012987012987013,0.00713266761768902,-0.00585434536932397,NA,NA
"Liverpool City Region, UK",2020,"during",0.0175379426644182,0.00889858965748825,-0.00863935300692997,6.12927692986502,0.0132961238588855
"Liverpool City Region, UK",2020,"after",0.0175379426644182,0.0067001675041876,-0.0108377751602306,NA,NA
"Liverpool City Region, UK",2021,"during",0.030952380952381,0.027236045729657,-0.00371633522272393,2.64760285522082e-31,1
"Liverpool City Region, UK",2021,"after",0.030952380952381,0.0307867730900798,-0.000165607862301135,NA,NA
"Liverpool City Region, UK",2022,"during",0.0161290322580645,0.0255385012253321,0.00940946896726761,6.17683152928553,0.0129433853787795
"Liverpool City Region, UK",2022,"after",0.0161290322580645,0.045643153526971,0.0295141212689064,NA,NA
