"City","Year","Period","n_obs","n_obs_RG","n_taxa","n_users","n_obs_all","taxa"
"Richmond, Virginia, USA",2021,"during",1,1,1,1,1035,"121176"
"Richmond, Virginia, USA",2022,"during",15,0,10,10,3320,"49490 121176 67747 117867 117892 117943 182613 793879 182542 151767 48325 155091"
"Richmond, Virginia, USA",2022,"after",1,0,1,1,1126,"67747"
"Rock River Valley (Rockford), Illinois, USA",2020,"before",1,1,1,1,303,"117943"
"Rock River Valley (Rockford), Illinois, USA",2020,"during",51,12,16,20,5611,"182631 117943 117887 200925 69430 372229 117950 69211 55553 119669 117951 49490 117867 151767 344442 155090 182675 124439 175433 69437"
"Rock River Valley (Rockford), Illinois, USA",2021,"before",1,0,1,1,478,"233685"
"Rock River Valley (Rockford), Illinois, USA",2021,"during",18,1,10,12,6303,"54734 117887 463837 151767 155090 55576 69211 200925 372229 54607 54294 117943"
"Rock River Valley (Rockford), Illinois, USA",2021,"after",2,0,2,2,570,"119669 463344"
"Rock River Valley (Rockford), Illinois, USA",2022,"before",7,0,6,1,196,"175433 154129 228058 182542 155497 230426"
"Rock River Valley (Rockford), Illinois, USA",2022,"during",48,0,19,16,7416,"462706 463071 230426 49490 69468 69430 55576 372229 463837 117943 69211 154184 151767 182631 117887 200925 233685 117867 54735 69436 175529 175859 54734 117951"
"Rock River Valley (Rockford), Illinois, USA",2022,"after",1,0,1,1,806,"117932"
"Sacramento Region, California, USA",2019,"before",5,2,3,4,812,"54608 54294 194812 49490 54623"
"Sacramento Region, California, USA",2019,"during",23,8,7,18,6806,"117943 69430 124439 123175 55576 532707 54734 632126"
"Sacramento Region, California, USA",2019,"after",1,0,1,1,929,"117943"
"Sacramento Region, California, USA",2020,"before",6,1,5,4,1374,"49490 194163 463837 179037 49578 123175"
"Sacramento Region, California, USA",2020,"during",20,3,14,11,5053,"126626 632126 179042 532267 54623 155094 125055 117899 182461 54613 69430 223123 54734 179037 320843"
"Sacramento Region, California, USA",2020,"after",6,0,6,4,1749,"117943 174748 175944 463344 155090 117938"
"Sacramento Region, California, USA",2021,"before",5,2,5,4,2104,"220115 54608 54613 632126 182713"
"Sacramento Region, California, USA",2021,"during",31,6,18,10,5990,"123175 69436 117899 117943 54613 632126 125055 463344 119888 123230 49488 222045 117877 174751 182467 117945 463828 179037 179042 54623"
"Sacramento Region, California, USA",2021,"after",1,0,1,1,2548,"54623"
"Sacramento Region, California, USA",2022,"before",4,1,2,3,1603,"54613 117988 54623"
"Sacramento Region, California, USA",2022,"during",46,4,27,15,5283,"54623 54613 180431 123230 119888 205689 813868 54734 117886 463837 48325 117988 182631 55576 69430 117943 123175 125055 69437 155095 174766 117938 203800 232383 463344 155091 179042 179037 154184 49490 154252"
"Sacramento Region, California, USA",2022,"after",19,4,15,9,2529,"117899 209793 54613 54608 463984 117943 48711 182439 223635 69436 182455 463344 123230 54734 123175 69437"
"San Antonio, Texas, USA",2018,"during",3,2,3,2,3518,"55553 54735 229759"
"San Antonio, Texas, USA",2019,"before",3,0,3,1,1171,"532267 1019864 182631"
"San Antonio, Texas, USA",2019,"during",7,4,6,6,7957,"117943 69430 55553 232361 151767 229245"
"San Antonio, Texas, USA",2019,"after",1,0,1,1,1077,"232361"
"San Antonio, Texas, USA",2020,"before",6,2,5,4,2930,"54735 155090 232361 48325 464247"
"San Antonio, Texas, USA",2020,"during",37,13,15,19,12747,"232361 54734 233685 155091 175433 463344 55553 463071 229759 117867 55554 182631 117887 154184 125773 227252 117877 55576 532267"
"San Antonio, Texas, USA",2020,"after",5,2,5,2,2628,"155091 55576 229441 232361 229759"
"San Antonio, Texas, USA",2021,"before",32,13,22,7,2877,"233685 229441 55576 69437 117867 48325 228248 117943 229759 55553 232361 54758 227252 69211 54735 117877 121176 50252 175758 218551 229256 154128 227412 120384 229245"
"San Antonio, Texas, USA",2021,"during",99,31,23,50,15291,"48325 232361 69430 229760 155091 200925 182675 510865 55553 117887 55554 123511 117942 117867 151767 229759 463344 117892 229441 175845 69437 155090 117877 117943 67747 148365 174748"
"San Antonio, Texas, USA",2021,"after",8,3,6,5,3617,"232361 229759 182675 155091 55554 55553 182631"
"San Antonio, Texas, USA",2022,"before",10,0,5,6,3295,"117887 155091 117942 229760 117877 117867 48325 229765"
"San Antonio, Texas, USA",2022,"during",86,42,23,46,16898,"232361 55553 155090 69430 222950 463837 233685 117938 229760 228037 229441 532533 463344 155091 117867 174748 69211 229759 215810 67747 632126 182455 121176 227252 182613 55554 510865 117943"
"San Antonio, Texas, USA",2022,"after",9,4,7,7,2540,"48325 127423 229441 117938 55553 232361 227252"
"San Diego, California, USA",2018,"before",10,1,8,1,2080,"463823 60724 49490 154107 117958 117867 48325 232453"
"San Diego, California, USA",2018,"during",110,44,35,58,34402,"212280 49488 54613 200925 182455 60724 123175 117859 229246 69468 60725 147231 54735 463828 50252 54734 117867 123230 49490 123349 54608 217143 69430 344442 227244 54623 532146 532121 69436 117943 117968 117938 117942 117892 147221 226626 179042 123176 125055 205400 117915 174748 532349 210316 532267"
"San Diego, California, USA",2018,"after",8,2,6,5,2442,"210316 182455 60724 69430 212280 123230 222866"
"San Diego, California, USA",2019,"before",10,3,8,4,3598,"117932 532531 212280 337945 49490 632126 222944 69430 222950"
"San Diego, California, USA",2019,"during",269,160,71,60,38259,"175944 210316 60724 54735 212280 233707 117925 175859 463837 465009 50252 55576 218522 174766 123230 632126 54613 222844 203098 205684 117992 49490 218461 462380 228044 463478 344442 60725 69430 117943 123349 463823 222826 224079 117887 462395 154107 229243 532349 532267 124439 222950 123175 125773 117938 175047 117853 532755 337945 194686 218462 182723 174748 222866 532430 233708 125055 463493 363694 147234 54758 117942 117945 54623 463825 222936 222957 215561 117932 463830 69468 215555 462481 463829 49578 227244 69436 182455 463074 117875 154188 464214 532146 54608 155094 532182"
"San Diego, California, USA",2019,"after",10,1,8,3,3609,"117867 123349 182455 117943 218461 229246 123511 119888 49490 463071"
"San Diego, California, USA",2020,"before",9,1,9,8,2974,"215532 212280 218461 49490 124439 124441 69430 117942 123175"
"San Diego, California, USA",2020,"during",97,17,30,31,17461,"174748 117942 54613 60724 155091 222844 212280 233708 123230 532267 632126 117867 117938 49490 69430 117943 117887 218522 205684 124439 123349 117925 222950 532146 464214 117951 1019864 179037 123894 218461 232453 175944 117932 69468 203098 463344 55576 155094 117958"
"San Diego, California, USA",2020,"after",9,1,7,3,5164,"60724 212280 117951 532265 175944 125055 69211"
"San Diego, California, USA",2021,"before",18,3,12,6,5468,"463344 123230 175944 632126 532348 218461 212280 532349 54608 117865 49490 117913 54623"
"San Diego, California, USA",2021,"during",79,6,36,22,15920,"125055 532349 182455 123230 212280 463478 532267 175944 60724 532146 222844 464214 174766 124439 69430 69468 54613 117867 146938 49488 117943 123349 48325 230426 182631 155497 117938 123175 117958 205400 55576 155090 203993 49490 1080564 194681 148365 123176 532533 117932 117951 174751 117859 69163 117942"
"San Diego, California, USA",2021,"after",7,2,7,5,3969,"125055 532755 117932 175944 119888 123175 147221"
"San Diego, California, USA",2022,"before",12,3,10,11,8635,"124441 117988 147233 532349 50252 60724 49490 462256 218461 464002"
"San Diego, California, USA",2022,"during",71,7,28,27,21445,"60724 532349 117932 125055 212280 120384 48325 123511 117942 147231 532755 210316 182542 117899 194681 218461 123230 54623 229999 54613 117938 179042 49488 147221 69163 123176 532533 174748 203098 54758 117887 194686 69436 147234 69430 123175"
"San Diego, California, USA",2022,"after",4,1,4,4,4573,"117943 117942 60724 49490"
"San Francisco Bay Area, California, USA",2018,"before",27,14,19,14,6838,"174751 117943 200925 532267 60724 67747 49490 69436 54735 463825 123175 203093 125055 55553 117877 57807 49578 147221 117856"
"San Francisco Bay Area, California, USA",2018,"during",635,295,102,118,43140,"117867 117951 49578 55576 147221 194686 203993 203093 48325 67747 117988 49490 118245 48711 117901 117887 54613 463448 463449 124439 813868 175813 117876 155195 55243 117874 71060 54294 125055 630829 54317 154203 124442 55553 123175 117925 50252 155093 532182 123231 69436 54758 175506 154128 117975 220115 117863 463825 117937 174751 532267 463071 155091 463828 117965 117943 54734 154184 217084 220252 341601 202002 532533 200925 180500 532349 55554 60724 69430 532308 147234 175433 117899 632126 463665 117900 960311 117853 154107 117938 217148 222055 155226 117942 532319 462408 117862 182465 532698 54735 147233 203077 117888 117947 463837 117889 630835 179042 179033 223432 117852 182502 1019557 117919 179720 232518 222059 463984 117875 463344 57807 345245 175944 59968 117872 117879 117856 210316 119888 203087 464214 194723 117974 69211 1039176"
"San Francisco Bay Area, California, USA",2018,"after",54,14,30,22,7846,"344442 352459 57807 124439 147233 48325 117992 50252 117951 463825 155093 117900 67747 117877 182502 182461 203093 117943 71060 117950 60724 532267 49490 203077 147234 147221 147236 202002 813868 49578 69430 125055 117987 155497 154184 54734"
"San Francisco Bay Area, California, USA",2019,"before",54,19,25,39,10836,"147234 532267 54613 117950 57807 48325 118245 117988 59968 49490 55576 124439 463825 123175 67343 117876 117858 67747 71060 69436 123230 49578 60724 54758 125773 117943 117951 54734 182613"
"San Francisco Bay Area, California, USA",2019,"during",524,163,86,142,40190,"49490 67747 54758 123175 49578 125773 117867 55576 179042 125055 463665 69436 48325 54613 117943 57807 117899 194681 532267 175541 117900 117988 174751 463828 212280 182455 119888 69437 60724 154184 147233 124439 117877 632126 175944 117887 182467 126597 123348 123230 117963 117938 54294 117962 463448 117951 117942 182682 147234 69430 630835 960311 54734 463071 461455 48714 50252 404238 154203 194736 180500 223432 532182 1039176 59968 179863 122681 148365 69468 155095 179037 55553 203800 123114 341601 175813 175433 117889 155094 71060 200925 203093 117947 182631 463449 202002 54735 813868 117901 117874 117971 117858 179720 117865 220115 463837 194661 147221 210316 463825 155227 220252 217084 117932 117863 117987 205694 218461 155497 182717"
"San Francisco Bay Area, California, USA",2019,"after",56,16,31,17,8352,"48711 175813 55576 49490 154184 147221 122681 55243 118245 67747 123175 538567 54294 526743 532755 117932 117988 60724 117847 463449 117874 532267 212280 117875 117887 182723 117853 175433 69436 179863 49578 203077 463826 69430 117943 630835 54735"
"San Francisco Bay Area, California, USA",2020,"before",90,11,32,40,12895,"117951 123175 67747 154184 117858 49490 123348 147233 125055 203093 69430 54758 124439 71060 49578 123230 117943 55576 532267 117950 117938 69436 48325 69211 117942 117865 60724 220115 117988 69437 54623 59968 148365 154107 117925 632126 532146 229765 182679 55457"
"San Francisco Bay Area, California, USA",2020,"during",431,115,82,125,35792,"147221 54758 205689 123230 200925 123175 55576 117951 154184 117867 55553 117887 49490 117856 174748 49578 630829 48325 117943 123348 69437 124439 50252 182455 154128 67747 147234 117942 60724 125055 69430 463071 461455 148365 123176 179037 175433 155093 69436 182679 117865 118245 117971 123349 57807 463825 532308 182723 194116 69211 155091 49488 54613 175944 345911 117988 154252 147233 203077 117968 154107 203093 117932 117900 117925 54734 194736 71060 54294 117992 117987 117929 182631 222950 210316 146938 125058 212280 463837 117938 69468 175859 123894 125773 463449 117963 532533 119888 174751 960311 117875 218461 54735 117972 48711 632126 532267 117969 54607 813868 117950 179720 122681 155090 117886 532755 155497"
"San Francisco Bay Area, California, USA",2020,"after",54,13,27,17,10675,"124442 532755 54758 202002 54317 55576 117950 229765 119888 49578 154252 117900 117865 148365 69437 67747 147233 203993 48325 175944 117938 463837 60724 117943 71060 69436 123176 117877 117853 117942 69468 117887 123175 174751"
"San Francisco Bay Area, California, USA",2021,"before",60,11,39,32,15721,"204766 175440 463665 117988 532267 147221 117900 125055 54294 532755 49578 212280 463071 67747 71060 69436 155094 117925 117865 54734 119888 182631 203093 117867 463825 632126 117899 122681 117938 117987 155090 182467 175433 148365 463837 69211 630835 352459 463449 117943 49490 123175 220115"
"San Francisco Bay Area, California, USA",2021,"during",468,150,81,105,35075,"60724 220115 117929 69436 55576 54757 123176 117943 204766 154203 532430 226504 117988 179042 462705 123175 154184 49578 48714 532267 222950 125055 117945 212280 69430 69211 117867 175944 203087 69163 48325 147233 174751 632126 119888 203093 532182 71060 54734 54613 117968 117900 67747 117951 123230 630835 147221 154129 117938 117887 69437 123348 57807 54758 155497 117865 124439 175440 463825 55553 960311 49490 210316 154128 463449 54294 117942 155094 200925 54735 117852 48711 117950 123231 117858 117872 813868 403505 155091 117847 146939 194681 227235 49488 182631 202002 463837 174766 146938 352459 117971 155090 117899 1039174 1039176 175433 179720 50252 179863 229963 148365 182461 147234 117894 117874 175864"
"San Francisco Bay Area, California, USA",2021,"after",95,16,38,44,12576,"117988 179042 67747 147234 69430 54757 54294 154203 147221 182631 182605 54758 175813 69436 148365 55576 154107 532267 175657 49490 117865 117867 123175 49578 123230 117938 117943 60724 175944 203093 117992 630835 50252 463837 532182 117980 48325 147233 54734 532755 48711 813872 155090 630829 175433"
"San Francisco Bay Area, California, USA",2022,"before",271,70,78,56,15499,"229961 117887 117962 202002 630835 69436 630829 54734 175433 60724 223432 125055 1232065 48325 632126 49490 117988 179042 532308 49578 55553 124441 122660 117958 174748 504617 203896 117862 117861 117947 154128 117899 59968 117875 1039176 147221 203087 148365 123230 155227 229252 155094 117867 223257 67747 182679 1019557 341601 119888 194736 194116 463449 175506 69437 532533 212280 117950 174751 117943 54758 155497 124439 117865 69430 174809 69214 120384 117980 48714 1135337 117951 69163 54757 71060 175944 813868 50252 123175 154184 532707 352459 55576 117895 54294 182682 54735 175712 229443 117889 182717 378775 117963 194687 117874 69211 463448 117942 1039174 57807 123114 203093 220115 462768 126626 175813 117968"
"San Francisco Bay Area, California, USA",2022,"during",389,153,80,109,33551,"179042 202002 49578 60724 54613 123175 49490 123348 155094 119888 50252 67747 117942 55553 175506 464214 154107 155497 464216 117943 55576 48325 69437 117968 117887 123230 632126 54758 117889 57807 200925 69436 48711 532308 352459 182631 117971 117867 69163 117938 54734 179720 174766 175944 117988 212280 463449 154184 117900 54757 117992 203077 532146 69430 124439 117958 123511 630835 532707 203093 67343 125055 463825 48714 54735 69468 532698 182508 147221 117951 222866 960311 117972 117875 117932 463837 117892 182679 54294 232383 203087 117894 117863 117987 69211 147234 174751 194116 120384 175859 147233 175657 505023 154203 532267 813868 117874 148365 182467 372229 531563"
"San Francisco Bay Area, California, USA",2022,"after",85,13,42,31,12551,"352459 125055 532267 123230 232383 532452 49578 67747 117951 117943 69436 203093 69468 59968 117856 813868 120384 123175 119888 49490 69430 200925 147221 174766 464214 632126 210316 194681 117988 532707 175944 60724 55243 50252 117900 124439 155497 117887 117853 179042 48714 117938 212280 69437 117867 117889 117865 55576 532182 220115 54758 57807"
"Santa Cruz de la Sierra, Santa Cruz, Bolivia",2020,"during",6,0,4,1,7146,"175440 176035 175845 182613"
"Santiago, Chile",2019,"during",5,0,2,5,2409,"155090 69430"
"São Paulo, Brazil",2018,"during",2,0,2,2,2472,"155090 463096"
"São Paulo, Brazil",2018,"after",1,0,1,1,85,"175440"
"São Paulo, Brazil",2021,"during",1,0,1,1,1090,"463096"
"São Paulo, Brazil",2022,"during",8,3,5,6,2124,"464189 50252 463096 175440 182679 125632"
"São Paulo, Brazil",2022,"after",2,2,1,2,260,"464189"
"Sarasota & Manatee County, Florida, USA",2021,"during",30,11,5,14,4372,"49490 117942 67747 117867 464189 155091 121176"
"Sarasota & Manatee County, Florida, USA",2022,"before",1,0,1,1,700,"48325"
"Sarasota & Manatee County, Florida, USA",2022,"during",56,12,13,13,5983,"117938 48325 67747 464189 229760 121176 322661 205079 117892 227252 227259 460246 69211 220115 49490 117867 228037"
"Sarasota & Manatee County, Florida, USA",2022,"after",3,0,2,1,746,"67747 49490"
"Saskatoon, Saskatchewan, Canada",2022,"during",47,4,13,17,1241,"117887 344442 174748 117877 117899 182605 54734 69468 155090 123176 182679 55576 155094 54352 125632 49490"
"Savannah, Georgia, USA",2020,"during",1,1,1,1,197,"217157"
"Savannah, Georgia, USA",2022,"before",2,1,2,1,421,"464189 121176"
"Savannah, Georgia, USA",2022,"during",8,4,5,5,1697,"67747 117867 117925 352461 205689 464189"
"Savannah, Georgia, USA",2022,"after",3,3,3,1,303,"227252 194163 322661"
