"id","taxonID","identifier","parentNameUsageID","kingdom","phylum","class","order","family","genus","specificEpithet","infraspecificEpithet","modified","scientificName","taxonRank","references"
48325,"https://www.inaturalist.org/taxa/48325","https://www.inaturalist.org/taxa/48325","https://www.inaturalist.org/taxa/48326","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina","","","2019-11-23T01:23:20Z","Ramalina","genus","http://www.catalogueoflife.org/browse_taxa.php?selected_taxon=18226"
48711,"https://www.inaturalist.org/taxa/48711","https://www.inaturalist.org/taxa/48711","https://www.inaturalist.org/taxa/48714","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Lobariaceae","Lobaria","pulmonaria","","2019-09-13T19:21:36Z","Lobaria pulmonaria","species","http://www.catalogueoflife.org/show_species_details.php?record_id=341095"
48714,"https://www.inaturalist.org/taxa/48714","https://www.inaturalist.org/taxa/48714","https://www.inaturalist.org/taxa/48713","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Lobariaceae","Lobaria","","","2019-11-23T01:23:22Z","Lobaria","genus","http://www.catalogueoflife.org/browse_taxa.php?selected_taxon=30235"
49488,"https://www.inaturalist.org/taxa/49488","https://www.inaturalist.org/taxa/49488","https://www.inaturalist.org/taxa/1080564","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","chlorophaea","","2021-01-27T00:03:08Z","Cladonia chlorophaea","species","http://www.catalogueoflife.org/annual-checklist/2008/show_species_details.php?record_id=240753"
49490,"https://www.inaturalist.org/taxa/49490","https://www.inaturalist.org/taxa/49490","https://www.inaturalist.org/taxa/49489","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","","","2019-11-25T16:10:44Z","Cladonia","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2377627"
49578,"https://www.inaturalist.org/taxa/49578","https://www.inaturalist.org/taxa/49578","https://www.inaturalist.org/taxa/48325","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina","menziesii","","2018-01-29T05:46:33Z","Ramalina menziesii","species","http://www.ubio.org/browser/details.php?namebankID=8304191"
50252,"https://www.inaturalist.org/taxa/50252","https://www.inaturalist.org/taxa/50252","https://www.inaturalist.org/taxa/50253","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Lecanoraceae","Lecanora","","","2019-09-17T23:23:22Z","Lecanora","genus","http://www.catalogueoflife.org/annual-checklist/2008/browse_taxa.php?selected_taxon=18519"
54283,"https://www.inaturalist.org/taxa/54283","https://www.inaturalist.org/taxa/54283","https://www.inaturalist.org/taxa/54284","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","cervicornis","cervicornis","2015-04-03T23:10:50Z","Cladonia cervicornis cervicornis","subspecies","http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=2013517"
54284,"https://www.inaturalist.org/taxa/54284","https://www.inaturalist.org/taxa/54284","https://www.inaturalist.org/taxa/49490","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","cervicornis","","2022-04-07T23:51:35Z","Cladonia cervicornis","species",""
54294,"https://www.inaturalist.org/taxa/54294","https://www.inaturalist.org/taxa/54294","https://www.inaturalist.org/taxa/54295","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Peltigeraceae","Peltigera","","","2019-11-23T01:23:22Z","Peltigera","genus","http://www.catalogueoflife.org/annual-checklist/2009/browse_taxa.php?selected_taxon=25778"
54317,"https://www.inaturalist.org/taxa/54317","https://www.inaturalist.org/taxa/54317","https://www.inaturalist.org/taxa/54322","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Vulpicida","canadensis","","2017-02-18T09:19:54Z","Vulpicida canadensis","species","http://www.ubio.org/browser/details.php?namebankID=1359075"
54322,"https://www.inaturalist.org/taxa/54322","https://www.inaturalist.org/taxa/54322","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Vulpicida","","","2021-12-10T19:01:26Z","Vulpicida","genus","http://www.ubio.org/browser/details.php?namebankID=2561033"
54351,"https://www.inaturalist.org/taxa/54351","https://www.inaturalist.org/taxa/54351","https://www.inaturalist.org/taxa/54352","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Cetraria","aculeata","","2019-08-27T02:13:26Z","Cetraria aculeata","species","http://www.ubio.org/browser/details.php?namebankID=1377422"
54352,"https://www.inaturalist.org/taxa/54352","https://www.inaturalist.org/taxa/54352","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Cetraria","","","2021-07-10T08:03:47Z","Cetraria","genus","http://www.ubio.org/browser/details.php?namebankID=236157"
54354,"https://www.inaturalist.org/taxa/54354","https://www.inaturalist.org/taxa/54354","https://www.inaturalist.org/taxa/54352","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Cetraria","muricata","","2019-08-27T02:13:28Z","Cetraria muricata","species","http://www.ubio.org/browser/details.php?namebankID=1377467"
54607,"https://www.inaturalist.org/taxa/54607","https://www.inaturalist.org/taxa/54607","https://www.inaturalist.org/taxa/49490","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","furcata","","2021-01-27T00:17:16Z","Cladonia furcata","species",""
54608,"https://www.inaturalist.org/taxa/54608","https://www.inaturalist.org/taxa/54608","https://www.inaturalist.org/taxa/54623","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Letharia","columbiana","","2017-02-18T09:26:24Z","Letharia columbiana","species","http://www.ubio.org/browser/details.php?namebankID=441518"
54613,"https://www.inaturalist.org/taxa/54613","https://www.inaturalist.org/taxa/54613","https://www.inaturalist.org/taxa/54623","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Letharia","vulpina","","2019-08-27T02:13:37Z","Letharia vulpina","species","http://www.ubio.org/browser/details.php?namebankID=2641808"
54623,"https://www.inaturalist.org/taxa/54623","https://www.inaturalist.org/taxa/54623","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Letharia","","","2020-06-02T15:24:47Z","Letharia","genus","http://www.ubio.org/browser/details.php?namebankID=236181"
54734,"https://www.inaturalist.org/taxa/54734","https://www.inaturalist.org/taxa/54734","https://www.inaturalist.org/taxa/54735","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmelia","sulcata","","2019-10-19T20:58:12Z","Parmelia sulcata","species","http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=449241"
54735,"https://www.inaturalist.org/taxa/54735","https://www.inaturalist.org/taxa/54735","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmelia","","","2020-11-26T13:57:28Z","Parmelia","genus","http://www.catalogueoflife.org/annual-checklist/2009/browse_taxa.php?selected_taxon=25768"
54736,"https://www.inaturalist.org/taxa/54736","https://www.inaturalist.org/taxa/54736","https://www.inaturalist.org/taxa/54734","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmelia","sulcata","eusulcata","2010-05-25T03:35:30Z","Parmelia sulcata eusulcata","form","http://www.ubio.org/browser/details.php?namebankID=3351904"
54737,"https://www.inaturalist.org/taxa/54737","https://www.inaturalist.org/taxa/54737","https://www.inaturalist.org/taxa/54734","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmelia","sulcata","eudiscreta","2010-05-25T03:35:30Z","Parmelia sulcata eudiscreta","form","http://www.ubio.org/browser/details.php?namebankID=3351910"
54738,"https://www.inaturalist.org/taxa/54738","https://www.inaturalist.org/taxa/54738","https://www.inaturalist.org/taxa/54734","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmelia","sulcata","aberrans","2010-05-25T03:35:30Z","Parmelia sulcata aberrans","form","http://www.ubio.org/browser/details.php?namebankID=1634301"
54740,"https://www.inaturalist.org/taxa/54740","https://www.inaturalist.org/taxa/54740","https://www.inaturalist.org/taxa/54734","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmelia","sulcata","brunescens","2010-05-25T03:35:30Z","Parmelia sulcata brunescens","form","http://www.ubio.org/browser/details.php?namebankID=1632109"
54741,"https://www.inaturalist.org/taxa/54741","https://www.inaturalist.org/taxa/54741","https://www.inaturalist.org/taxa/54734","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Parmelia","sulcata","arenaria","2010-05-25T03:35:30Z","Parmelia sulcata arenaria","form","http://www.ubio.org/browser/details.php?namebankID=1611359"
54757,"https://www.inaturalist.org/taxa/54757","https://www.inaturalist.org/taxa/54757","https://www.inaturalist.org/taxa/1232042","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Xanthoria","","","2021-04-07T11:50:13Z","Xanthoria","genus","http://www.ubio.org/browser/details.php?namebankID=2561131"
54758,"https://www.inaturalist.org/taxa/54758","https://www.inaturalist.org/taxa/54758","https://www.inaturalist.org/taxa/48325","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Ramalinaceae","Ramalina","farinacea","","2021-02-15T00:13:35Z","Ramalina farinacea","species","http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=318353"
55241,"https://www.inaturalist.org/taxa/55241","https://www.inaturalist.org/taxa/55241","https://www.inaturalist.org/taxa/55243","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Sphaerophoraceae","Sphaerophorus","globosus","","2020-06-14T05:04:15Z","Sphaerophorus globosus","species","http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=5964804"
55243,"https://www.inaturalist.org/taxa/55243","https://www.inaturalist.org/taxa/55243","https://www.inaturalist.org/taxa/55242","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Sphaerophoraceae","Sphaerophorus","","","2019-08-27T02:14:41Z","Sphaerophorus","genus","http://www.catalogueoflife.org/annual-checklist/2009/browse_taxa.php?selected_taxon=26723"
55247,"https://www.inaturalist.org/taxa/55247","https://www.inaturalist.org/taxa/55247","https://www.inaturalist.org/taxa/48713","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Lobariaceae","Pseudocyphellaria","","","2015-02-24T04:39:30Z","Pseudocyphellaria","genus","http://www.catalogueoflife.org/annual-checklist/2009/browse_taxa.php?selected_taxon=25775"
55446,"https://www.inaturalist.org/taxa/55446","https://www.inaturalist.org/taxa/55446","https://www.inaturalist.org/taxa/55457","Fungi","Ascomycota","Coniocybomycetes","Coniocybales","Coniocybaceae","Chaenotheca","hispidula","","2019-08-27T02:10:22Z","Chaenotheca hispidula","species","http://www.ubio.org/browser/details.php?namebankID=1377517"
55448,"https://www.inaturalist.org/taxa/55448","https://www.inaturalist.org/taxa/55448","https://www.inaturalist.org/taxa/55454","Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Opegraphaceae","Cresponea","premnea","","2015-05-11T08:54:35Z","Cresponea premnea","species","http://www.ubio.org/browser/details.php?namebankID=1360156"
55454,"https://www.inaturalist.org/taxa/55454","https://www.inaturalist.org/taxa/55454","https://www.inaturalist.org/taxa/791189","Fungi","Ascomycota","Arthoniomycetes","Arthoniales","Opegraphaceae","Cresponea","","","2018-10-31T06:22:45Z","Cresponea","genus","http://www.ubio.org/browser/details.php?namebankID=234136"
55457,"https://www.inaturalist.org/taxa/55457","https://www.inaturalist.org/taxa/55457","https://www.inaturalist.org/taxa/55456","Fungi","Ascomycota","Coniocybomycetes","Coniocybales","Coniocybaceae","Chaenotheca","","","2019-11-23T01:23:19Z","Chaenotheca","genus","http://www.ubio.org/browser/details.php?namebankID=235877"
55538,"https://www.inaturalist.org/taxa/55538","https://www.inaturalist.org/taxa/55538","https://www.inaturalist.org/taxa/48714","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Lobariaceae","Lobaria","oregana","","2022-03-02T16:31:08Z","Lobaria oregana","species","http://www.ubio.org/browser/details.php?namebankID=8295239"
55553,"https://www.inaturalist.org/taxa/55553","https://www.inaturalist.org/taxa/55553","https://www.inaturalist.org/taxa/55554","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Teloschistes","chrysophthalmus","","2021-04-07T13:15:02Z","Teloschistes chrysophthalmus","species","http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=5964881"
55554,"https://www.inaturalist.org/taxa/55554","https://www.inaturalist.org/taxa/55554","https://www.inaturalist.org/taxa/1232043","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Teloschistes","","","2021-04-06T07:51:14Z","Teloschistes","genus","http://www.catalogueoflife.org/annual-checklist/2009/browse_taxa.php?selected_taxon=26357"
55576,"https://www.inaturalist.org/taxa/55576","https://www.inaturalist.org/taxa/55576","https://www.inaturalist.org/taxa/54757","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Xanthoria","parietina","","2021-04-26T12:09:05Z","Xanthoria parietina","species","http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=5965135"
57807,"https://www.inaturalist.org/taxa/57807","https://www.inaturalist.org/taxa/57807","https://www.inaturalist.org/taxa/55554","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Teloschistes","flavicans","","2021-04-07T13:16:55Z","Teloschistes flavicans","species","http://www.catalogueoflife.org/annual-checklist/2009/show_species_details.php?record_id=5960805"
59952,"https://www.inaturalist.org/taxa/59952","https://www.inaturalist.org/taxa/59952","https://www.inaturalist.org/taxa/59954","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria","mammulata","mammulata","2020-06-01T19:46:12Z","Umbilicaria mammulata mammulata","variety","http://www.ubio.org/browser/details.php?namebankID=3353763"
59953,"https://www.inaturalist.org/taxa/59953","https://www.inaturalist.org/taxa/59953","https://www.inaturalist.org/taxa/59954","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria","mammulata","magnaeva","2020-06-01T19:46:24Z","Umbilicaria mammulata magnaeva","variety","http://www.ubio.org/browser/details.php?namebankID=3350676"
59954,"https://www.inaturalist.org/taxa/59954","https://www.inaturalist.org/taxa/59954","https://www.inaturalist.org/taxa/59968","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria","mammulata","","2020-06-01T18:52:28Z","Umbilicaria mammulata","species","http://www.ubio.org/browser/details.php?namebankID=8310565"
59968,"https://www.inaturalist.org/taxa/59968","https://www.inaturalist.org/taxa/59968","https://www.inaturalist.org/taxa/59970","Fungi","Ascomycota","Lecanoromycetes","Umbilicariales","Umbilicariaceae","Umbilicaria","","","2020-10-06T13:33:26Z","Umbilicaria","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2267722"
60542,"https://www.inaturalist.org/taxa/60542","https://www.inaturalist.org/taxa/60542","https://www.inaturalist.org/taxa/49490","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","polydactyla","","2019-08-27T02:12:48Z","Cladonia polydactyla","species","http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/5963556"
60543,"https://www.inaturalist.org/taxa/60543","https://www.inaturalist.org/taxa/60543","https://www.inaturalist.org/taxa/49490","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","ustulata","","2014-11-03T06:35:30Z","Cladonia ustulata","species","http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/5968332"
60544,"https://www.inaturalist.org/taxa/60544","https://www.inaturalist.org/taxa/60544","https://www.inaturalist.org/taxa/49490","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Cladoniaceae","Cladonia","coccifera","","2019-10-01T18:00:29Z","Cladonia coccifera","species","http://www.catalogueoflife.org/annual-checklist/2010/details/species/id/5940890"
60708,"https://www.inaturalist.org/taxa/60708","https://www.inaturalist.org/taxa/60708","https://www.inaturalist.org/taxa/60709","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","confusa","","2010-05-25T03:35:31Z","Phaeophyscia confusa","species","http://www.ubio.org/browser/details.php?namebankID=1140602"
60709,"https://www.inaturalist.org/taxa/60709","https://www.inaturalist.org/taxa/60709","https://www.inaturalist.org/taxa/60717","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","","","2019-08-27T02:12:02Z","Phaeophyscia","genus","http://www.ubio.org/browser/details.php?namebankID=2561050"
60710,"https://www.inaturalist.org/taxa/60710","https://www.inaturalist.org/taxa/60710","https://www.inaturalist.org/taxa/60715","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","ciliata","ciliata","2010-05-25T03:35:32Z","Phaeophyscia ciliata ciliata","variety","http://www.ubio.org/browser/details.php?namebankID=1410259"
60711,"https://www.inaturalist.org/taxa/60711","https://www.inaturalist.org/taxa/60711","https://www.inaturalist.org/taxa/60709","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","adiastola","","2015-05-11T12:11:11Z","Phaeophyscia adiastola","species","http://www.ubio.org/browser/details.php?namebankID=2642024"
60712,"https://www.inaturalist.org/taxa/60712","https://www.inaturalist.org/taxa/60712","https://www.inaturalist.org/taxa/60715","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","ciliata","concrustans","2010-05-25T03:35:32Z","Phaeophyscia ciliata concrustans","variety","http://www.ubio.org/browser/details.php?namebankID=1149394"
60714,"https://www.inaturalist.org/taxa/60714","https://www.inaturalist.org/taxa/60714","https://www.inaturalist.org/taxa/60709","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","constipata","","2020-02-21T23:37:18Z","Phaeophyscia constipata","species","http://www.ubio.org/browser/details.php?namebankID=441839"
60715,"https://www.inaturalist.org/taxa/60715","https://www.inaturalist.org/taxa/60715","https://www.inaturalist.org/taxa/60709","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","ciliata","","2022-07-29T15:22:14Z","Phaeophyscia ciliata","species","http://www.ubio.org/browser/details.php?namebankID=441838"
60718,"https://www.inaturalist.org/taxa/60718","https://www.inaturalist.org/taxa/60718","https://www.inaturalist.org/taxa/60709","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","orbicularis","","2019-08-27T02:12:04Z","Phaeophyscia orbicularis","species","http://www.ubio.org/browser/details.php?namebankID=2418705"
60719,"https://www.inaturalist.org/taxa/60719","https://www.inaturalist.org/taxa/60719","https://www.inaturalist.org/taxa/60718","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","orbicularis","orbicularis","2010-05-25T03:35:32Z","Phaeophyscia orbicularis orbicularis","form","http://www.ubio.org/browser/details.php?namebankID=1422906"
60720,"https://www.inaturalist.org/taxa/60720","https://www.inaturalist.org/taxa/60720","https://www.inaturalist.org/taxa/60718","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","orbicularis","tristis","2010-05-25T03:35:32Z","Phaeophyscia orbicularis tristis","form","http://www.ubio.org/browser/details.php?namebankID=3234240"
60721,"https://www.inaturalist.org/taxa/60721","https://www.inaturalist.org/taxa/60721","https://www.inaturalist.org/taxa/60718","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","orbicularis","hueiana","2010-05-25T03:35:32Z","Phaeophyscia orbicularis hueiana","variety","http://www.ubio.org/browser/details.php?namebankID=2413983"
60722,"https://www.inaturalist.org/taxa/60722","https://www.inaturalist.org/taxa/60722","https://www.inaturalist.org/taxa/60718","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","orbicularis","hueana","2010-05-25T03:35:32Z","Phaeophyscia orbicularis hueana","variety","http://www.ubio.org/browser/details.php?namebankID=1435723"
60723,"https://www.inaturalist.org/taxa/60723","https://www.inaturalist.org/taxa/60723","https://www.inaturalist.org/taxa/60718","Fungi","Ascomycota","Lecanoromycetes","Caliciales","Physciaceae","Phaeophyscia","orbicularis","calcicola","2010-05-25T03:35:32Z","Phaeophyscia orbicularis calcicola","form","http://www.ubio.org/browser/details.php?namebankID=1361323"
60724,"https://www.inaturalist.org/taxa/60724","https://www.inaturalist.org/taxa/60724","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Xanthoparmelia","","","2021-01-25T01:56:01Z","Xanthoparmelia","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2266987"
60725,"https://www.inaturalist.org/taxa/60725","https://www.inaturalist.org/taxa/60725","https://www.inaturalist.org/taxa/60724","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Xanthoparmelia","lineola","","2017-11-26T09:00:27Z","Xanthoparmelia lineola","species","http://www.ubio.org/browser/details.php?namebankID=8311654"
60727,"https://www.inaturalist.org/taxa/60727","https://www.inaturalist.org/taxa/60727","https://www.inaturalist.org/taxa/60724","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Xanthoparmelia","novomexicana","","2017-02-18T09:34:40Z","Xanthoparmelia novomexicana","species","http://www.ubio.org/browser/details.php?namebankID=3220718"
60729,"https://www.inaturalist.org/taxa/60729","https://www.inaturalist.org/taxa/60729","https://www.inaturalist.org/taxa/60724","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Xanthoparmelia","plittii","","2017-02-18T09:28:59Z","Xanthoparmelia plittii","species","http://www.ubio.org/browser/details.php?namebankID=8311686"
67343,"https://www.inaturalist.org/taxa/67343","https://www.inaturalist.org/taxa/67343","https://www.inaturalist.org/taxa/67344","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Arrhenia","epichysium","","2019-08-27T02:23:15Z","Arrhenia epichysium","species","http://www.catalogueoflife.org//details/species/id/5962954"
67344,"https://www.inaturalist.org/taxa/67344","https://www.inaturalist.org/taxa/67344","https://www.inaturalist.org/taxa/1135221","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","Arrhenia","","","2022-06-30T12:04:55Z","Arrhenia","genus","http://www.catalogueoflife.org//browse/tree/id/2360116"
67747,"https://www.inaturalist.org/taxa/67747","https://www.inaturalist.org/taxa/67747","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Usnea","","","2020-12-12T05:41:50Z","Usnea","genus","http://www.catalogueoflife.org//browse/tree/id/2360286"
69160,"https://www.inaturalist.org/taxa/69160","https://www.inaturalist.org/taxa/69160","https://www.inaturalist.org/taxa/69165","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Caloplaca","abbreviata","abbreviata","2011-04-06T19:33:48Z","Caloplaca abbreviata abbreviata","variety","http://www.ubio.org/browser/details.php?namebankID=1613280"
69161,"https://www.inaturalist.org/taxa/69161","https://www.inaturalist.org/taxa/69161","https://www.inaturalist.org/taxa/69163","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Caloplaca","acheila","","2011-04-06T19:33:48Z","Caloplaca acheila","species","http://www.ubio.org/browser/details.php?namebankID=1364175"
69163,"https://www.inaturalist.org/taxa/69163","https://www.inaturalist.org/taxa/69163","https://www.inaturalist.org/taxa/1232041","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Caloplaca","","","2021-04-07T03:59:48Z","Caloplaca","genus","http://www.ubio.org/browser/details.php?namebankID=2561123"
69164,"https://www.inaturalist.org/taxa/69164","https://www.inaturalist.org/taxa/69164","https://www.inaturalist.org/taxa/69161","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Caloplaca","acheila","acheila","2011-04-06T19:33:48Z","Caloplaca acheila acheila","form","http://www.ubio.org/browser/details.php?namebankID=1613279"
69165,"https://www.inaturalist.org/taxa/69165","https://www.inaturalist.org/taxa/69165","https://www.inaturalist.org/taxa/69163","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Caloplaca","abbreviata","","2011-04-06T19:33:48Z","Caloplaca abbreviata","species","http://www.ubio.org/browser/details.php?namebankID=1403914"
69166,"https://www.inaturalist.org/taxa/69166","https://www.inaturalist.org/taxa/69166","https://www.inaturalist.org/taxa/69163","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Caloplaca","adelphoparasitica","","2021-04-07T12:35:22Z","Caloplaca adelphoparasitica","species","http://www.ubio.org/browser/details.php?namebankID=1407733"
69167,"https://www.inaturalist.org/taxa/69167","https://www.inaturalist.org/taxa/69167","https://www.inaturalist.org/taxa/69165","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Caloplaca","abbreviata","lecideoldes","2011-04-06T19:33:49Z","Caloplaca abbreviata lecideoldes","variety","http://www.ubio.org/browser/details.php?namebankID=1608255"
69168,"https://www.inaturalist.org/taxa/69168","https://www.inaturalist.org/taxa/69168","https://www.inaturalist.org/taxa/69163","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Caloplaca","acarocarpa","","2011-04-06T19:33:49Z","Caloplaca acarocarpa","species","http://www.ubio.org/browser/details.php?namebankID=1364174"
69169,"https://www.inaturalist.org/taxa/69169","https://www.inaturalist.org/taxa/69169","https://www.inaturalist.org/taxa/69163","Fungi","Ascomycota","Lecanoromycetes","Teloschistales","Teloschistaceae","Caloplaca","adnexa","","2011-04-06T19:33:49Z","Caloplaca adnexa","species","http://www.ubio.org/browser/details.php?namebankID=442332"
69205,"https://www.inaturalist.org/taxa/69205","https://www.inaturalist.org/taxa/69205","https://www.inaturalist.org/taxa/69207","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Punctelia","subrudecta","marginata","2011-04-09T22:47:23Z","Punctelia subrudecta marginata","form","http://www.ubio.org/browser/details.php?namebankID=3232677"
69206,"https://www.inaturalist.org/taxa/69206","https://www.inaturalist.org/taxa/69206","https://www.inaturalist.org/taxa/69207","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Punctelia","subrudecta","furfuracea","2011-04-09T22:47:23Z","Punctelia subrudecta furfuracea","form","http://www.ubio.org/browser/details.php?namebankID=1359733"
69207,"https://www.inaturalist.org/taxa/69207","https://www.inaturalist.org/taxa/69207","https://www.inaturalist.org/taxa/69211","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Punctelia","subrudecta","","2020-01-04T20:41:53Z","Punctelia subrudecta","species","http://www.ubio.org/browser/details.php?namebankID=1631549"
69208,"https://www.inaturalist.org/taxa/69208","https://www.inaturalist.org/taxa/69208","https://www.inaturalist.org/taxa/69207","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Punctelia","subrudecta","ulophylla","2011-04-09T22:47:23Z","Punctelia subrudecta ulophylla","form","http://www.ubio.org/browser/details.php?namebankID=3232678"
69209,"https://www.inaturalist.org/taxa/69209","https://www.inaturalist.org/taxa/69209","https://www.inaturalist.org/taxa/69207","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Punctelia","subrudecta","subrudecta","2011-04-09T22:47:23Z","Punctelia subrudecta subrudecta","form","http://www.ubio.org/browser/details.php?namebankID=1422754"
