Family,ScientificName,ScientificNameAuthorship,Notes,TaxonId
LICHINACEAE,"Ephebe sp.",Fr.,,52147
LICHINACEAE,"Finkia sp.",Vain.,,146209
LICHINACEAE,"Gyrocollema sp.",Vain.,,148900
LICHINACEAE,"Heppia sp.",Nägeli,,51972
LICHINACEAE,"Jenmania sp.","W. Wächt.",,150244
LICHINACEAE,"Lecidopyrenopsis sp.",Vain.,,159078
LICHINACEAE,"Lemmopsis sp.","(Vain.) Zahlbr.",,52166
LICHINACEAE,"Lempholemma sp.",Körb.,,52149
LICHINACEAE,"Leprocollema sp.",Vain.,,126011
LICHINACEAE,"Lichina sp.","C. Agardh",,52150
LICHINACEAE,"Lichinella sp.",Nyl.,,52151
LICHINACEAE,"Lichinodium sp.",Nyl.,,52152
LICHINACEAE,"Mawsonia sp.","C.W. Dodge",,160779
LICHINACEAE,"Metamelanea sp.",Henssen,,124749
LICHINACEAE,"Paulia sp.",Fée,,52154
LICHINACEAE,"Peccania sp.","A. Massal. ex Arnold",,52155
LICHINACEAE,"Phloeopeccania sp.","J. Steiner",,124770
LICHINACEAE,"Phylliscidiopsis sp.",Sambo,,173050
LICHINACEAE,"Phylliscidium sp.",Forssell,,173051
LICHINACEAE,"Phyllisciella sp.","Henssen & Büdel",,126296
LICHINACEAE,"Phylliscum sp.",Nyl.,,52156
LICHINACEAE,"Porocyphus sp.",Körb.,,52157
LICHINACEAE,"Pseudarctomia sp.",Gyeln.,,175893
LICHINACEAE,"Pseudoheppia sp.",Zahlbr.,,176127
LICHINACEAE,"Pseudopaulia sp.","M. Schultz",,262094
LICHINACEAE,"Psorotichia sp.","A. Massal.",,52158
LICHINACEAE,"Pterygiopsis sp.",Vain.,,52159
LICHINACEAE,"Pyrenocarpon sp.",Trevis.,,128190
LICHINACEAE,"Pyrenopsis sp.",Nyl.,,52160
LICHINACEAE,"Solorinaria sp.","(Vain.) Gyeln.",,68502
LICHINACEAE,"Stromatella sp.",Henssen,,51813
LICHINACEAE,"Synalissa sp.",Fr.,,52161
LICHINACEAE,"Thallinocarpon sp.","E. Dahl",,186311
LICHINACEAE,"Thelignya sp.","A. Massal.",,52162
LICHINACEAE,"Thermutis sp.",Fr.,,52163
LICHINACEAE,"Thermutopsis sp.",Henssen,,262097
LICHINACEAE,"Thyrea sp.","A. Massal.",,52164
LICHINACEAE,"Zahlbrucknerella sp.",Herre,,52165
LOPADIACEAE,"Lopadium sp.","Körb. nom. cons.",,51965
LYROMMATACEAE,"Lyromma sp.","Bat. & H. Maia",,160705
MALMIDEACEAE,"Malmidea sp.","Kalb, Rivas Plata & Lumbsch",,127531
MALMIDEACEAE,"Savoronala sp.","Ertz, Eb. Fisch., Killmann, Razafindr. & Sérus.",,262361
MASSALONGIACEAE,"Leptochidium sp.","M. Choisy",,52212
MASSALONGIACEAE,"Massalongia sp.",Körb.,,52208
MASSALONGIACEAE,"Polychidium sp.","(Ach.) Gray",,52214
MEGALOSPORACEAE,"Megaloblastenia sp.",Sipman,,160841
MEGALOSPORACEAE,"Megalospora sp.",Meyen,,52008
MEGALOSPORACEAE,"Sipmaniella sp.",Kalb,,262405
MEGASPORACEAE,"Aspicilia sp.","A. Massal.",,51974
MEGASPORACEAE,"Circinaria sp.","Link nom. rejic.",,127361
MEGASPORACEAE,"Lobothallia sp.","(Clauzade & Cl. Roux) Hafellner",,51977
MEGASPORACEAE,"Megaspora sp.","(Clauzade & Cl. Roux) Hafellner & V. Wirth",,51978
MEGASPORACEAE,"Sagedia sp.","Ach. nom. rejic.",,127412
MEGASPORACEAE,"Teuvoa sp.","Sohrabi & S. Leavitt",,256974
MELASPILEACEAE,"Encephalographa sp.","A. Massal.",,126281
MELASPILEACEAE,"Melaspilea sp.",Nyl.,,51819
MICROTHELIOPSIDACEAE,"Microtheliopsis sp.","Müll. Arg.",,235626
MILTIDEACEAE,"Miltidea sp.",Stirt.,,126289
MONOBLASTIACEAE,"Acrocordia sp.","A. Massal.",,51865
MONOBLASTIACEAE,"Anisomeridium sp.","(Müll. Arg.) Choisy",,51866
MONOBLASTIACEAE,"Caprettia sp.","Bat. & H. Maia",,139242
MONOBLASTIACEAE,"Megalotremis sp.",Aptroot,,160940
MONOBLASTIACEAE,"Monoblastia sp.",Riddle,,51867
MONOBLASTIACEAE,"Trypetheliopsis sp.",Asahina,,188332
MYCOPORACEAE,"Mycoporum sp.","Flot. ex Nyl.",,51868
MYCOSPHAERELLACEAE,"Stigmidium sp.",Trevis.,,51871
"NOT ASSIGNED","Cameronia sp.",Kantvilas,,258350
OCHROLECHIACEAE,"Lepra sp.","Scop. nom. rejic.",,159256
OCHROLECHIACEAE,"Ochrolechia sp.","A. Massal.",,52079
OCHROLECHIACEAE,"Varicellaria sp.",Nyl.,,52081
OPEGRAPHACEAE,"Combea sp.","De Not.",,63857
OPEGRAPHACEAE,"Cresponea sp.","Egea & Torrente",,52173
OPEGRAPHACEAE,"Dictyographa sp.","Müll. Arg.",,144624
OPEGRAPHACEAE,"Dolichocarpus sp.","R. Sant.",,145290
OPEGRAPHACEAE,"Fouragea sp.",Trevis.,,146339
OPEGRAPHACEAE,"Ingaderia sp.",Darb.,,128344
OPEGRAPHACEAE,"Llimonaea sp.","Egea & Torrente",,124742
OPEGRAPHACEAE,"Nyungwea sp.","Sérus., Eb. Fisch. & Killmann",,262157
OPEGRAPHACEAE,"Opegrapha sp.",Ach.,,52176
OPEGRAPHACEAE,"Paraingaderia sp.","Ertz & Tehler",,262158
OPEGRAPHACEAE,"Paraschismatomma sp.","Ertz & Tehler",,128346
OPEGRAPHACEAE,"Pentagenella sp.",Darb.,,128349
OPEGRAPHACEAE,"Schizopelte sp.","Th. Fr.",,52188
OPEGRAPHACEAE,"Sclerophyton sp.",Eschw.,,52178
OPEGRAPHACEAE,"Sparria sp.","Ertz & Tehler",,128357
OPHIOPARMACEAE,"Boreoplaca sp.",Timdal,,257846
OPHIOPARMACEAE,"Hypocenomyce sp.","M. Choisy",,52004
OPHIOPARMACEAE,"Ophioparma sp.",Norman,,52014
OSTROPALES_FAMILY_INCERTAE_SEDIS,"Amphorothecium sp.","P.M. McCarthy, Kantvilas & Elix",,262531
OSTROPALES_FAMILY_INCERTAE_SEDIS,"Anzina sp.",Scheid.,,52133
OSTROPOMYCETIDAE_FAMILY_INCERTAE_SEDIS,"Aspilidea sp.",Hafellner,,124675
OSTROPOMYCETIDAE_FAMILY_INCERTAE_SEDIS,"Dictyocatenulata sp.","Finley & E.F. Morris",,124699
PACHYASCACEAE,"Pachyascus sp.","Poelt & Hertel",,235691
PANNARIACEAE,"Austrella sp.","P.M. Jørg.",,132957
PANNARIACEAE,"Degelia sp.","Arv. & D.J. Galloway",,52015
PANNARIACEAE,"Erioderma sp.",Fée,,52016
PANNARIACEAE,"Fuscoderma sp.","(D.J. Galloway & P.M. Jørg.) P.M. Jørg. & D.J. Galloway",,257863
PANNARIACEAE,"Fuscopannaria sp.","P.M. Jørg.",,52017
PANNARIACEAE,"Gibbosporina sp.","Elvebakk, Hong & P.M. Jørg.",,262400
PANNARIACEAE,"Homothecium sp.","A. Massal.",,149607
PANNARIACEAE,"Hosseusia sp.",Gyeln.,,149608
PANNARIACEAE,"Leciophysma sp.","Th. Fr.",,51960
PANNARIACEAE,"Leightoniella sp.",Henssen,,159159
PANNARIACEAE,"Leioderma sp.",Nyl.,,52018
PANNARIACEAE,"Lepidocollema sp.",Vain.,,159238
PANNARIACEAE,"Leptogidium sp.",Nyl.,,65845
PANNARIACEAE,"Nebularia sp.","P.M. Jørg.",,261692
PANNARIACEAE,"Nevesia sp.","P.M. Jørg., L. Lindblom, Wedin & S. Ekman",,258074
PANNARIACEAE,"Pannaria sp.","Del. ex Bory",,52020
PANNARIACEAE,"Parmeliella sp.","Müll. Arg.",,52021
PANNARIACEAE,"Pectenia sp.","P.M. Jørg., L. Lindblom, Wedin & S. Ekman",,258086
PANNARIACEAE,"Physma sp.","A. Massal.",,51962
PANNARIACEAE,"Protopannaria sp.","(Gyeln.) P. M. Jørg. & S. Ekman",,51812
PANNARIACEAE,"Psoroma sp.",Michaux,,52022
PANNARIACEAE,"Psoromaria sp.","Nyl. ex Hue",,176698
PANNARIACEAE,"Psoromidium sp.",Stirt.,,126301
PANNARIACEAE,"Ramalodium sp.",Nyl.,,178606
PANNARIACEAE,"Siphulastrum sp.","Müll. Arg.",,126304
PANNARIACEAE,"Staurolemma sp.",Körb.,,124796
PANNARIACEAE,"Steineropsis sp.","T. Sprib. & Muggia",,127634
PARMELIACEAE,"Ahtiana sp.",Goward,,52023
PARMELIACEAE,"Alectoria sp.",Ach.,,51923
PARMELIACEAE,"Allantoparmelia sp.","(Vain.) Essl.",,52024
PARMELIACEAE,"Allocetraria sp.","Kurok. & M.Y. Lai",,52025
PARMELIACEAE,"Anzia sp.",Stizenb.,,52026
PARMELIACEAE,"Arctocetraria sp.","Kärnefelt & Thell",,52027
PARMELIACEAE,"Arctoparmelia sp.",Hale,,52028
PARMELIACEAE,"Asahinea sp.","W.L. Culb. & C.F. Culb.",,52029
PARMELIACEAE,"Austroparmelina sp.","A. Crespo, Divakar & Elix",,262362
PARMELIACEAE,"Brodoa sp.",Goward,,52030
PARMELIACEAE,"Bryocaulon sp.",Kärnefelt,,52031
PARMELIACEAE,"Bryoria sp.","Brodo & D. Hawksw.",,52032
PARMELIACEAE,"Bulbothrix sp.",Hale,,52033
PARMELIACEAE,"Canoparmelia sp.","Elix & Hale",,52034
PARMELIACEAE,"Cetraria sp.",Ach.,,52036
PARMELIACEAE,"Cetrariella sp.","Kärnefelt & Thell",,52037
PARMELIACEAE,"Cetrelia sp.","W.L. Culb. & C.F. Culb.",,52038
PARMELIACEAE,"Cetreliopsis sp.","M.J. Lai",,140487
PARMELIACEAE,"Coelopogon sp.","Brusse & Kärnefelt",,126278
PARMELIACEAE,"Cornicularia sp.","(Schreb.) Ach.",,52039
PARMELIACEAE,"Crespoa sp.","(D. Hawksw.) Lendemer & B.P. Hodk.",,128397
PARMELIACEAE,"Dactylina sp.",Nyl.,,52040
PARMELIACEAE,"Davidgallowaya sp.",Aptroot,,262364
PARMELIACEAE,"Emodomelanelia sp.","Divakar & A. Crespo",,262365
PARMELIACEAE,"Esslingeriana sp.","Hale & M. J. Lai",,52041
PARMELIACEAE,"Evernia sp.",Ach.,,52042
PARMELIACEAE,"Everniopsis sp.",Nyl.,,146100
PARMELIACEAE,"Flavocetraria sp.","Kärnefelt & Thell",,52044
PARMELIACEAE,"Flavoparmelia sp.",Hale,,52045
PARMELIACEAE,"Flavopunctelia sp.",Hale,,52046
PARMELIACEAE,"Gowardia sp.","P. Halonen, L. Myllys, S. Velmala, & H. Hyvärinen",,256921
PARMELIACEAE,"Himantormia sp.","I.M. Lamb",,126285
PARMELIACEAE,"Hypogymnia sp.","(Nyl.) Nyl.",,52047
PARMELIACEAE,"Hypotrachyna sp.","(Vain.) Hale",,52048
PARMELIACEAE,"Imshaugia sp.","F.C. Mey.",,52049
PARMELIACEAE,"Kaernefeltia sp.","Thell & Goward",,52050
PARMELIACEAE,"Letharia sp.","(Th. Fr.) Zahlbr.",,52051
PARMELIACEAE,"Lethariella sp.","(Motyka) Krog",,159951
PARMELIACEAE,"Masonhalea sp.",Kärnefelt,,52052
PARMELIACEAE,"Melanelia sp.",Essl.,,52053
PARMELIACEAE,"Melanelixia sp.","O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. & Lumbsch",,124746
PARMELIACEAE,"Melanohalea sp.","O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. & Lumbsch",,124747
PARMELIACEAE,"Menegazzia sp.","A. Massal.",,52054
PARMELIACEAE,"Montanelia sp.","Divakar, A. Crespo, Wedin & Essl.",,128482
PARMELIACEAE,"Myelochroa sp.","(Asahina) Elix & Hale",,52055
PARMELIACEAE,"Nephromopsis sp.","Müll. Arg.",,127703
PARMELIACEAE,"Nipponoparmelia sp.","(Kurok.) K.H. Moon, Y. Ohmura & Kashiw.",,258076
PARMELIACEAE,"Nodobryoria sp.","Common & Brodo",,52057
PARMELIACEAE,"Notoparmelia sp.","A. Crespo, Ferencová & Divakar",,262374
PARMELIACEAE,"Omphalodium sp.","Meyen & Flot.",,66595
PARMELIACEAE,"Omphalora sp.","T.H. Nash & Hafellner",,51993
PARMELIACEAE,"Oropogon sp.","Th. Fr.",,51811
PARMELIACEAE,"Pannoparmelia sp.","(Mull. Arg.) Darb.",,126293
PARMELIACEAE,"Parmelia sp.",Ach.,,52059
PARMELIACEAE,"Parmelina sp.",Hale,,52060
PARMELIACEAE,"Parmelinella sp.","Elix & Hale",,169844
PARMELIACEAE,"Parmeliopsis sp.","(Nyl.) Nyl.",,52062
PARMELIACEAE,"Parmotrema sp.","A. Massal.",,52063
PARMELIACEAE,"Parmotremopsis sp.","Elix & Hale",,52064
PARMELIACEAE,"Platismatia sp.","W.L. Culb. & C.F. Culb.",,52065
PARMELIACEAE,"Pleurosticta sp.",Petr.,,128152
PARMELIACEAE,"Protoparmelia sp.","M. Choisy",,51995
PARMELIACEAE,"Protousnea sp.","(Motyka) Krog",,126300
PARMELIACEAE,"Pseudephebe sp.","M. Choisy",,52066
PARMELIACEAE,"Pseudevernia sp.",Zopf,,52067
PARMELIACEAE,"Pseudoparmelia sp.",Lynge,,52068
PARMELIACEAE,"Psiloparmelia sp.",Hale,,176342
PARMELIACEAE,"Punctelia sp.",Krog,,52069
PARMELIACEAE,"Relicina sp.","(Hale & Kurok.) Hale",,52070
PARMELIACEAE,"Remototrachyna sp.","Divakar & A. Crespo",,258095
PARMELIACEAE,"Sulcaria sp.",Bystr.,,51924
PARMELIACEAE,"Tuckermanella sp.",Essl.,,52078
PARMELIACEAE,"Tuckermanopsis sp.",Gyeln.,,127680
PARMELIACEAE,"Usnea sp.","Dill. ex Adans.",,52074
PARMELIACEAE,"Usnocetraria sp.","M.J. Lai & J.C. Wei",,127223
PARMELIACEAE,"Vulpicida sp.","Mattsson & M.J. Lai",,52075
PARMELIACEAE,"Xanthoparmelia sp.","(Vain.) Hale",,52076
PELTIGERACEAE,"Crocodia sp.",Link,,143750
PELTIGERACEAE,"Dendriscosticta sp.","Moncada & Lücking",,256946
PELTIGERACEAE,"Lobaria sp.","(Schreb.) Hoffm.",,52203
PELTIGERACEAE,"Lobariella sp.",Yoshim.,,51808
PELTIGERACEAE,"Lobarina sp.","Nyl. ex Cromb.",,160509
PELTIGERACEAE,"Nephroma sp.",Ach.,,52206
PELTIGERACEAE,"Parmostictina sp.",Nyl.,,262402
PELTIGERACEAE,"Peltigera sp.",Willd.,,52209
PELTIGERACEAE,"Podostictina sp.",Clem.,,174599
PELTIGERACEAE,"Pseudocyphellaria sp.",Vain.,,52204
PELTIGERACEAE,"Ricasolia sp.","De Not.",,179323
PELTIGERACEAE,"Solorina sp.",Ach.,,52210
PELTIGERACEAE,"Sticta sp.","(Schreb.) Ach.",,52205
PELTIGERACEAE,"Yarrumia sp.","D.J. Galloway",,262403
PELTIGERACEAE,"Yoshimuriella sp.","Moncada & Lücking",,262404
PELTIGERALES_FAMILY_INCERTAE_SEDIS,"Erinacellus sp.","T. Sprib., Muggia & Tønsberg",,256948
PELTULACEAE,"Peltula sp.",Nyl.,,52167
PERTUSARIACEAE,"Loxosporopsis sp.","Brodo, Henssen & Imshaug",,90056
PERTUSARIACEAE,"Pertusaria sp.",DC.,,52080
PERTUSARIACEAE,"Thamnochrolechia sp.","Aptroot & Sipman",,262535
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Biatoridium sp.","J. Lahm ex Körb.",,124677
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Cheiromycina sp.","B. Sutton",,124689
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Cyanoporina sp.",Groenh.,,235341
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Frigidopyrenia sp.",Grube,,146341
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Magmopsis sp.",Nyl.,,160714
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Melanophloea sp.","P. James & Vězda",,127553
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Milospium sp.","D. Hawksw.",,162564
PEZIZOMYCOTINA_FAMILY_INCERTAE_SEDIS,"Oevstedalia sp.","Ertz & Diederich",,165196
