"Family","Genus","Authority","id","taxonID","identifier","parentNameUsageID","kingdom","phylum","class","order","family","specificEpithet","infraspecificEpithet","modified","scientificName","taxonRank","references"
"Gomphillaceae","Asterothyrium","Müll. Arg.",175920,"https://www.inaturalist.org/taxa/175920","https://www.inaturalist.org/taxa/175920","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-02-09T03:09:20Z","Asterothyrium","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2432530"
"Gomphillaceae","Aulaxina","Fée",175989,"https://www.inaturalist.org/taxa/175989","https://www.inaturalist.org/taxa/175989","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-02-09T03:09:25Z","Aulaxina","genus","http://www.ubio.org/browser/details.php?namebankID=235284"
"Gomphillaceae","Diploschistella","Vain.",462839,"https://www.inaturalist.org/taxa/462839","https://www.inaturalist.org/taxa/462839","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-02-09T03:09:23Z","Diploschistella","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2454306"
"Gomphillaceae","Echinoplaca","Fée",1399474,"https://www.inaturalist.org/taxa/1399474","https://www.inaturalist.org/taxa/1399474","https://www.inaturalist.org/taxa/1399469","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Gomphillaceae","","","2022-06-30T12:49:00Z","Echinoplaca","genus","https://eol.org/pages/6224/articles?locale_code=show_all"
"Gomphillaceae","Gomphillus","Nyl.",175792,"https://www.inaturalist.org/taxa/175792","https://www.inaturalist.org/taxa/175792","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-02-09T03:09:21Z","Gomphillus","genus","http://www.ubio.org/browser/details.php?namebankID=235289"
"Gomphillaceae","Gyalectidium","Müll. Arg.",175775,"https://www.inaturalist.org/taxa/175775","https://www.inaturalist.org/taxa/175775","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-02-09T03:09:24Z","Gyalectidium","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378781"
"Gomphillaceae","Gyalidea","Lettau ex Vězda",175774,"https://www.inaturalist.org/taxa/175774","https://www.inaturalist.org/taxa/175774","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-02-09T03:09:22Z","Gyalidea","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378947"
"Gomphillaceae","Gyalideopsis","Vězda",175764,"https://www.inaturalist.org/taxa/175764","https://www.inaturalist.org/taxa/175764","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-02-09T03:09:20Z","Gyalideopsis","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378949"
"Gomphillaceae","Jamesiella","Lücking, Sérus. & Vězda",463154,"https://www.inaturalist.org/taxa/463154","https://www.inaturalist.org/taxa/463154","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-02-09T03:09:23Z","Jamesiella","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2456425"
"Gomphillaceae","Psorotheciopsis","Rehm",864230,"https://www.inaturalist.org/taxa/864230","https://www.inaturalist.org/taxa/864230","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-02-09T03:09:19Z","Psorotheciopsis","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2440959"
"Gomphillaceae","Tricharia","Fée",174842,"https://www.inaturalist.org/taxa/174842","https://www.inaturalist.org/taxa/174842","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-02-09T03:09:25Z","Tricharia","genus","http://www.ubio.org/browser/details.php?namebankID=235295"
"Graphidaceae","Acanthothecis","Clem.",462231,"https://www.inaturalist.org/taxa/462231","https://www.inaturalist.org/taxa/462231","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-05-11T07:06:40Z","Acanthothecis","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2379988"
"Graphidaceae","Acanthotrema","Frisch",575144,"https://www.inaturalist.org/taxa/575144","https://www.inaturalist.org/taxa/575144","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2017-11-14T23:45:54Z","Acanthotrema","genus",""
"Graphidaceae","Ampliotrema","Kalb ex Kalb",462283,"https://www.inaturalist.org/taxa/462283","https://www.inaturalist.org/taxa/462283","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2018-11-06T08:09:26Z","Ampliotrema","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2389402"
"Graphidaceae","Anomalographis","Kalb",1021486,"https://www.inaturalist.org/taxa/1021486","https://www.inaturalist.org/taxa/1021486","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-01-26T19:13:49Z","Anomalographis","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2377399"
"Graphidaceae","Anomomorpha","Nyl. ex Hue",462297,"https://www.inaturalist.org/taxa/462297","https://www.inaturalist.org/taxa/462297","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-05-11T07:18:24Z","Anomomorpha","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2456632"
"Graphidaceae","Borinquenotrema","Merc.-Díaz, Lücking & Parnmen",1231097,"https://www.inaturalist.org/taxa/1231097","https://www.inaturalist.org/taxa/1231097","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2021-10-13T13:09:38Z","Borinquenotrema","genus","https://eol.org/pages/55642973"
"Graphidaceae","Carbacanthographis","Staiger & Kalb",462616,"https://www.inaturalist.org/taxa/462616","https://www.inaturalist.org/taxa/462616","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-05-11T08:22:34Z","Carbacanthographis","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2456378"
"Graphidaceae","Chapsa","A. Massal.",462682,"https://www.inaturalist.org/taxa/462682","https://www.inaturalist.org/taxa/462682","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-05-11T08:35:14Z","Chapsa","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2457283"
"Graphidaceae","Chroodiscus","(Müll. Arg.) Müll. Arg.",378839,"https://www.inaturalist.org/taxa/378839","https://www.inaturalist.org/taxa/378839","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2016-10-03T20:28:42Z","Chroodiscus","genus",""
"Graphidaceae","Crutarndina","Parnmen, Lücking & Lumbsch",864025,"https://www.inaturalist.org/taxa/864025","https://www.inaturalist.org/taxa/864025","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2019-02-15T08:15:24Z","Crutarndina","genus","https://eol.org/pages/42616720"
"Graphidaceae","Diorygma","Eschw.",462831,"https://www.inaturalist.org/taxa/462831","https://www.inaturalist.org/taxa/462831","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-05-11T09:04:01Z","Diorygma","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2379296"
"Graphidaceae","Diploschistes","Norman",117958,"https://www.inaturalist.org/taxa/117958","https://www.inaturalist.org/taxa/117958","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2022-04-17T04:19:09Z","Diploschistes","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2267271"
"Graphidaceae","Dyplolabia","A. Massal.",462849,"https://www.inaturalist.org/taxa/462849","https://www.inaturalist.org/taxa/462849","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-05-11T09:06:44Z","Dyplolabia","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2379557"
"Graphidaceae","Fibrillithecis","Frisch",462916,"https://www.inaturalist.org/taxa/462916","https://www.inaturalist.org/taxa/462916","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-05-11T09:22:18Z","Fibrillithecis","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2457881"
"Graphidaceae","Fissurina","Fée",463994,"https://www.inaturalist.org/taxa/463994","https://www.inaturalist.org/taxa/463994","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-05-11T23:41:37Z","Fissurina","genus","http://speciesfungorum.org/"
"Graphidaceae","Glaucotrema","Rivas Plata & Lumbsch",474425,"https://www.inaturalist.org/taxa/474425","https://www.inaturalist.org/taxa/474425","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-09-25T21:23:06Z","Glaucotrema","genus","http://eol.org/pages/33639240"
"Graphidaceae","Glyphis","Ach.",176064,"https://www.inaturalist.org/taxa/176064","https://www.inaturalist.org/taxa/176064","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2022-03-14T23:28:03Z","Glyphis","genus",""
"Graphidaceae","Graphis","Adans.",117992,"https://www.inaturalist.org/taxa/117992","https://www.inaturalist.org/taxa/117992","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2021-03-27T01:58:58Z","Graphis","genus","http://www.ubio.org/browser/details.php?namebankID=235554"
"Graphidaceae","Gymnographopsis","C.W. Dodge",864057,"https://www.inaturalist.org/taxa/864057","https://www.inaturalist.org/taxa/864057","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2019-02-11T21:47:05Z","Gymnographopsis","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2456660"
"Graphidaceae","Gyrotrema","Frisch",1173141,"https://www.inaturalist.org/taxa/1173141","https://www.inaturalist.org/taxa/1173141","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2021-01-04T04:14:08Z","Gyrotrema","genus",""
"Graphidaceae","Halegrapha","Rivas Plata & Lücking",474427,"https://www.inaturalist.org/taxa/474427","https://www.inaturalist.org/taxa/474427","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-09-25T21:23:51Z","Halegrapha","genus","http://eol.org/pages/25940023"
"Graphidaceae","Heiomasia","Nelsen, Lücking & Rivas Plata",474424,"https://www.inaturalist.org/taxa/474424","https://www.inaturalist.org/taxa/474424","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-09-25T21:23:00Z","Heiomasia","genus","http://eol.org/pages/21305381"
"Graphidaceae","Hemithecium","Trevis.",1260560,"https://www.inaturalist.org/taxa/1260560","https://www.inaturalist.org/taxa/1260560","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2021-06-30T14:20:29Z","Hemithecium","genus","https://eol.org/pages/22836"
"Graphidaceae","Leiorreuma","Eschw.",463324,"https://www.inaturalist.org/taxa/463324","https://www.inaturalist.org/taxa/463324","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-05-11T10:47:37Z","Leiorreuma","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2456161"
"Graphidaceae","Leucodecton","A. Massal.",379079,"https://www.inaturalist.org/taxa/379079","https://www.inaturalist.org/taxa/379079","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2018-11-06T07:59:12Z","Leucodecton","genus",""
"Graphidaceae","Melanotopelia","Lumbsch & Mangold",463498,"https://www.inaturalist.org/taxa/463498","https://www.inaturalist.org/taxa/463498","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2018-11-06T07:58:25Z","Melanotopelia","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2389490"
"Graphidaceae","Melanotrema","Frisch",463500,"https://www.inaturalist.org/taxa/463500","https://www.inaturalist.org/taxa/463500","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2018-11-06T07:56:55Z","Melanotrema","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2389409"
"Graphidaceae","Myriotrema","Fée",175527,"https://www.inaturalist.org/taxa/175527","https://www.inaturalist.org/taxa/175527","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-02-16T17:51:54Z","Myriotrema","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2372865"
"Graphidaceae","Nadvornikia","Tibell",175524,"https://www.inaturalist.org/taxa/175524","https://www.inaturalist.org/taxa/175524","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2012-10-23T23:01:41Z","Nadvornikia","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2380016"
"Graphidaceae","Ocellularia","G. Mey.",175505,"https://www.inaturalist.org/taxa/175505","https://www.inaturalist.org/taxa/175505","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2018-11-06T07:55:19Z","Ocellularia","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2372862"
"Graphidaceae","Pallidogramme","Staiger, Kalb & Lücking",370231,"https://www.inaturalist.org/taxa/370231","https://www.inaturalist.org/taxa/370231","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2014-09-11T18:49:17Z","Pallidogramme","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2458042"
"Graphidaceae","Phaeographis","Müll. Arg.",175452,"https://www.inaturalist.org/taxa/175452","https://www.inaturalist.org/taxa/175452","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2012-10-23T22:58:49Z","Phaeographis","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378247"
"Graphidaceae","Platygramme","Fée",463806,"https://www.inaturalist.org/taxa/463806","https://www.inaturalist.org/taxa/463806","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-05-11T12:24:34Z","Platygramme","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2456379"
"Graphidaceae","Platythecium","Staiger",463991,"https://www.inaturalist.org/taxa/463991","https://www.inaturalist.org/taxa/463991","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-05-11T23:30:41Z","Platythecium","genus","http://speciesfungorum.org/"
"Graphidaceae","Pseudochapsa","Parnmen, Lücking & Lumbsch",1350485,"https://www.inaturalist.org/taxa/1350485","https://www.inaturalist.org/taxa/1350485","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2022-01-16T04:05:04Z","Pseudochapsa","genus","http://www.indexfungorum.org/Names/NamesRecord.asp?RecordID=550581"
"Graphidaceae","Pseudoramonia","Kantvilas & Vězda",485085,"https://www.inaturalist.org/taxa/485085","https://www.inaturalist.org/taxa/485085","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2018-11-06T07:53:10Z","Pseudoramonia","genus",""
"Graphidaceae","Pycnotrema","Rivas Plata & Lücking",1038164,"https://www.inaturalist.org/taxa/1038164","https://www.inaturalist.org/taxa/1038164","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-02-16T18:35:21Z","Pycnotrema","genus","https://eol.org/pages/33639073"
"Graphidaceae","Redingeria","Frisch",1028020,"https://www.inaturalist.org/taxa/1028020","https://www.inaturalist.org/taxa/1028020","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-02-05T12:09:53Z","Redingeria","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2389407"
"Graphidaceae","Reimnitzia","Kalb",510735,"https://www.inaturalist.org/taxa/510735","https://www.inaturalist.org/taxa/510735","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2018-11-06T07:51:19Z","Reimnitzia","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2390190"
"Graphidaceae","Rhabdodiscus","Vain.",532190,"https://www.inaturalist.org/taxa/532190","https://www.inaturalist.org/taxa/532190","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2018-11-06T07:50:49Z","Rhabdodiscus","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2383002"
"Graphidaceae","Sanguinotrema","Lücking",532754,"https://www.inaturalist.org/taxa/532754","https://www.inaturalist.org/taxa/532754","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2017-02-19T05:48:17Z","Sanguinotrema","genus","https://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm"
"Graphidaceae","Sarcographa","Fée",175034,"https://www.inaturalist.org/taxa/175034","https://www.inaturalist.org/taxa/175034","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2012-10-23T21:51:59Z","Sarcographa","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378996"
"Graphidaceae","Sarcographina","Müll. Arg.",1422727,"https://www.inaturalist.org/taxa/1422727","https://www.inaturalist.org/taxa/1422727","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2022-10-23T18:38:11Z","Sarcographina","genus",""
"Graphidaceae","Schistophoron","Stirt.",1422726,"https://www.inaturalist.org/taxa/1422726","https://www.inaturalist.org/taxa/1422726","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2022-10-23T18:36:50Z","Schistophoron","genus",""
"Graphidaceae","Schizotrema","Mangold & Lumbsch",248792,"https://www.inaturalist.org/taxa/248792","https://www.inaturalist.org/taxa/248792","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2018-11-06T07:47:43Z","Schizotrema","genus",""
"Graphidaceae","Stegobolus","Mont.",463380,"https://www.inaturalist.org/taxa/463380","https://www.inaturalist.org/taxa/463380","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-05-11T11:00:01Z","Stegobolus","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2456148"
"Graphidaceae","Thalloloma","Trevis.",379352,"https://www.inaturalist.org/taxa/379352","https://www.inaturalist.org/taxa/379352","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2015-02-23T01:39:15Z","Thalloloma","genus",""
"Graphidaceae","Thecaria","Fée",532400,"https://www.inaturalist.org/taxa/532400","https://www.inaturalist.org/taxa/532400","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2017-02-18T08:30:00Z","Thecaria","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2458043"
"Graphidaceae","Thelotrema","Ach.",120448,"https://www.inaturalist.org/taxa/120448","https://www.inaturalist.org/taxa/120448","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2021-09-03T00:05:27Z","Thelotrema","genus","http://www.ubio.org/browser/details.php?namebankID=8309502"
"Graphidaceae","Topeliopsis","Kantvilas & Vězda",379359,"https://www.inaturalist.org/taxa/379359","https://www.inaturalist.org/taxa/379359","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2018-11-06T07:45:41Z","Topeliopsis","genus",""
"Graphidaceae","Wirthiotrema","Rivas Plata, Kalb, Frisch & Lumbsch",370259,"https://www.inaturalist.org/taxa/370259","https://www.inaturalist.org/taxa/370259","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2014-09-11T18:51:17Z","Wirthiotrema","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2456415"
"Graphidaceae","Xalocoa","Kraichak, Lücking & Lumbsch",1021501,"https://www.inaturalist.org/taxa/1021501","https://www.inaturalist.org/taxa/1021501","https://www.inaturalist.org/taxa/117991","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Graphidaceae","","","2020-01-27T00:37:06Z","Xalocoa","genus","https://eol.org/pages/52239298"
"Gyalectaceae","Cryptolechia","A. Massal.",175975,"https://www.inaturalist.org/taxa/175975","https://www.inaturalist.org/taxa/175975","https://www.inaturalist.org/taxa/175164","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Gyalectaceae","","","2012-10-23T23:20:53Z","Cryptolechia","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378636"
"Gyalectaceae","Gyalecta","Ach.",175780,"https://www.inaturalist.org/taxa/175780","https://www.inaturalist.org/taxa/175780","https://www.inaturalist.org/taxa/175164","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Gyalectaceae","","","2019-11-23T03:38:11Z","Gyalecta","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378780"
"Gyalectaceae","Ramonia","Stizenb.",175103,"https://www.inaturalist.org/taxa/175103","https://www.inaturalist.org/taxa/175103","https://www.inaturalist.org/taxa/175164","Fungi","Ascomycota","Lecanoromycetes","Ostropales","Gyalectaceae","","","2012-10-23T21:55:23Z","Ramonia","genus","http://www.ubio.org/browser/details.php?namebankID=235867"
"Gypsoplacaceae","Gypsoplaca","Timdal",175759,"https://www.inaturalist.org/taxa/175759","https://www.inaturalist.org/taxa/175759","https://www.inaturalist.org/taxa/176037","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Gypsoplacaceae","","","2012-10-23T23:12:16Z","Gypsoplaca","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378951"
"Haematommataceae","Haematomma","A. Massal.",175758,"https://www.inaturalist.org/taxa/175758","https://www.inaturalist.org/taxa/175758","https://www.inaturalist.org/taxa/176036","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Haematommataceae","","","2019-08-27T02:12:56Z","Haematomma","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378782"
"Harpidiaceae","Euopsis","Nyl.",175831,"https://www.inaturalist.org/taxa/175831","https://www.inaturalist.org/taxa/175831","https://www.inaturalist.org/taxa/792621","Fungi","Ascomycota","","","Harpidiaceae","","","2018-11-04T00:06:28Z","Euopsis","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378814"
"Harpidiaceae","Harpidium","Körb.",463090,"https://www.inaturalist.org/taxa/463090","https://www.inaturalist.org/taxa/463090","https://www.inaturalist.org/taxa/792621","Fungi","Ascomycota","","","Harpidiaceae","","","2018-11-04T00:06:05Z","Harpidium","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2378834"
"Helocarpaceae","Helocarpon","Fr.",175729,"https://www.inaturalist.org/taxa/175729","https://www.inaturalist.org/taxa/175729","https://www.inaturalist.org/taxa/791900","Fungi","Ascomycota","Lecanoromycetes","","Helocarpaceae","","","2018-11-07T03:12:56Z","Helocarpon","genus","http://www.ubio.org/browser/details.php?namebankID=2560966"
"Hygrophoraceae","Acantholichen","P.M. Jørg.",878763,"https://www.inaturalist.org/taxa/878763","https://www.inaturalist.org/taxa/878763","https://www.inaturalist.org/taxa/1135221","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","","","2020-09-27T19:42:51Z","Acantholichen","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2396740"
"Hygrophoraceae","Arrhenia","Fr.",67344,"https://www.inaturalist.org/taxa/67344","https://www.inaturalist.org/taxa/67344","https://www.inaturalist.org/taxa/1135221","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","","","2022-06-30T12:04:55Z","Arrhenia","genus","http://www.catalogueoflife.org//browse/tree/id/2360116"
"Hygrophoraceae","Cora","Fr.",491234,"https://www.inaturalist.org/taxa/491234","https://www.inaturalist.org/taxa/491234","https://www.inaturalist.org/taxa/1135221","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","","","2020-09-27T19:42:57Z","Cora","genus",""
"Hygrophoraceae","Corella","Vain.",1029604,"https://www.inaturalist.org/taxa/1029604","https://www.inaturalist.org/taxa/1029604","https://www.inaturalist.org/taxa/1135221","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","","","2020-09-27T19:43:02Z","Corella","genus","http://www.indexfungorum.org"
"Hygrophoraceae","Cyphellostereum","D.A. Reid",175895,"https://www.inaturalist.org/taxa/175895","https://www.inaturalist.org/taxa/175895","https://www.inaturalist.org/taxa/1135221","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","","","2020-09-28T02:00:31Z","Cyphellostereum","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2469714"
"Hygrophoraceae","Dictyonema","C. Agardh ex Kunth",128050,"https://www.inaturalist.org/taxa/128050","https://www.inaturalist.org/taxa/128050","https://www.inaturalist.org/taxa/1135221","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","","","2022-07-11T01:15:35Z","Dictyonema","genus","http://www.ubio.org/browser/details.php?namebankID=2561251"
"Hygrophoraceae","Lichenomphalia","Redhead, Lutzoni, Moncalvo & Vilgalys",118252,"https://www.inaturalist.org/taxa/118252","https://www.inaturalist.org/taxa/118252","https://www.inaturalist.org/taxa/1135220","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Hygrophoraceae","","","2020-09-27T19:40:31Z","Lichenomphalia","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2268821"
