"Family","Genus","Authority","id","taxonID","identifier","parentNameUsageID","kingdom","phylum","class","order","family","specificEpithet","infraspecificEpithet","modified","scientificName","taxonRank","references"
"Pannariaceae","Pectenia","P.M. Jørg., L. Lindblom, Wedin & S. Ekman",823669,"https://www.inaturalist.org/taxa/823669","https://www.inaturalist.org/taxa/823669","https://www.inaturalist.org/taxa/69220","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","","","2019-12-19T17:53:06Z","Pectenia","genus","https://eol.org/pages/46720724"
"Pannariaceae","Physma","A. Massal.",175437,"https://www.inaturalist.org/taxa/175437","https://www.inaturalist.org/taxa/175437","https://www.inaturalist.org/taxa/69220","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","","","2022-11-03T02:00:55Z","Physma","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378827"
"Pannariaceae","Protopannaria","(Gyeln.) P. M. Jørg. & S. Ekman",463880,"https://www.inaturalist.org/taxa/463880","https://www.inaturalist.org/taxa/463880","https://www.inaturalist.org/taxa/69220","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","","","2019-08-27T02:15:36Z","Protopannaria","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2390189"
"Pannariaceae","Psoroma","Michaux",175383,"https://www.inaturalist.org/taxa/175383","https://www.inaturalist.org/taxa/175383","https://www.inaturalist.org/taxa/69220","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","","","2019-08-27T02:15:37Z","Psoroma","genus","http://www.ubio.org/browser/details.php?namebankID=2560982"
"Pannariaceae","Psoromaria","Nyl. ex Hue",1211405,"https://www.inaturalist.org/taxa/1211405","https://www.inaturalist.org/taxa/1211405","https://www.inaturalist.org/taxa/69220","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","","","2021-03-06T20:00:56Z","Psoromaria","genus",""
"Pannariaceae","Psoromidium","Stirt.",378951,"https://www.inaturalist.org/taxa/378951","https://www.inaturalist.org/taxa/378951","https://www.inaturalist.org/taxa/69220","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","","","2021-01-28T04:40:34Z","Psoromidium","genus",""
"Pannariaceae","Ramalodium","Nyl.",379252,"https://www.inaturalist.org/taxa/379252","https://www.inaturalist.org/taxa/379252","https://www.inaturalist.org/taxa/69220","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","","","2015-06-16T17:58:30Z","Ramalodium","genus",""
"Pannariaceae","Siphulastrum","Müll. Arg.",379297,"https://www.inaturalist.org/taxa/379297","https://www.inaturalist.org/taxa/379297","https://www.inaturalist.org/taxa/69220","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","","","2015-02-24T05:17:16Z","Siphulastrum","genus",""
"Pannariaceae","Staurolemma","Körb.",174845,"https://www.inaturalist.org/taxa/174845","https://www.inaturalist.org/taxa/174845","https://www.inaturalist.org/taxa/69220","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","","","2021-01-28T04:53:54Z","Staurolemma","genus","http://www.ubio.org/browser/details.php?namebankID=2561093"
"Pannariaceae","Steineropsis","T. Sprib. & Muggia",532746,"https://www.inaturalist.org/taxa/532746","https://www.inaturalist.org/taxa/532746","https://www.inaturalist.org/taxa/69220","Fungi","Ascomycota","Lecanoromycetes","Peltigerales","Pannariaceae","","","2021-01-28T04:54:37Z","Steineropsis","genus","https://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm"
"Parmeliaceae","Ahtiana","Goward",174714,"https://www.inaturalist.org/taxa/174714","https://www.inaturalist.org/taxa/174714","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:17:29Z","Ahtiana","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2377041"
"Parmeliaceae","Alectoria","Ach.",126625,"https://www.inaturalist.org/taxa/126625","https://www.inaturalist.org/taxa/126625","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:17:55Z","Alectoria","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2268320"
"Parmeliaceae","Allantoparmelia","(Vain.) Essl.",175186,"https://www.inaturalist.org/taxa/175186","https://www.inaturalist.org/taxa/175186","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:17:59Z","Allantoparmelia","genus","http://www.ubio.org/browser/details.php?namebankID=2560986"
"Parmeliaceae","Allocetraria","Kurok. & M.Y. Lai",174706,"https://www.inaturalist.org/taxa/174706","https://www.inaturalist.org/taxa/174706","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:18:03Z","Allocetraria","genus","http://www.ubio.org/browser/details.php?namebankID=2560987"
"Parmeliaceae","Anzia","Stizenb.",175237,"https://www.inaturalist.org/taxa/175237","https://www.inaturalist.org/taxa/175237","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:18:07Z","Anzia","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2377042"
"Parmeliaceae","Arctocetraria","Kärnefelt & Thell",175222,"https://www.inaturalist.org/taxa/175222","https://www.inaturalist.org/taxa/175222","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:18:11Z","Arctocetraria","genus","http://www.ubio.org/browser/details.php?namebankID=236146"
"Parmeliaceae","Arctoparmelia","Hale",175228,"https://www.inaturalist.org/taxa/175228","https://www.inaturalist.org/taxa/175228","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:18:17Z","Arctoparmelia","genus","http://www.ubio.org/browser/details.php?namebankID=236147"
"Parmeliaceae","Asahinea","W.L. Culb. & C.F. Culb.",175926,"https://www.inaturalist.org/taxa/175926","https://www.inaturalist.org/taxa/175926","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:18:18Z","Asahinea","genus","http://www.ubio.org/browser/details.php?namebankID=2560990"
"Parmeliaceae","Austroparmelina","A. Crespo, Divakar & Elix",379714,"https://www.inaturalist.org/taxa/379714","https://www.inaturalist.org/taxa/379714","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:18:26Z","Austroparmelina","genus","http://data.nzor.org.nz/names/148ce689-325f-4c6f-b8df-01d98b09f908"
"Parmeliaceae","Brodoa","Goward",175947,"https://www.inaturalist.org/taxa/175947","https://www.inaturalist.org/taxa/175947","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:19:27Z","Brodoa","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2377595"
"Parmeliaceae","Bryocaulon","Kärnefelt",175936,"https://www.inaturalist.org/taxa/175936","https://www.inaturalist.org/taxa/175936","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:19:31Z","Bryocaulon","genus","http://www.ubio.org/browser/details.php?namebankID=2560992"
"Parmeliaceae","Bryoria","Brodo & D. Hawksw.",117926,"https://www.inaturalist.org/taxa/117926","https://www.inaturalist.org/taxa/117926","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:19:34Z","Bryoria","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2268322"
"Parmeliaceae","Bulbothrix","Hale",175949,"https://www.inaturalist.org/taxa/175949","https://www.inaturalist.org/taxa/175949","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:19:44Z","Bulbothrix","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2377852"
"Parmeliaceae","Canoparmelia","Elix & Hale",175893,"https://www.inaturalist.org/taxa/175893","https://www.inaturalist.org/taxa/175893","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2021-01-27T00:29:07Z","Canoparmelia","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378224"
"Parmeliaceae","Cetraria","Ach.",54352,"https://www.inaturalist.org/taxa/54352","https://www.inaturalist.org/taxa/54352","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2021-07-10T08:03:47Z","Cetraria","genus","http://www.ubio.org/browser/details.php?namebankID=236157"
"Parmeliaceae","Cetrariella","Kärnefelt & Thell",175950,"https://www.inaturalist.org/taxa/175950","https://www.inaturalist.org/taxa/175950","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:20:48Z","Cetrariella","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378581"
"Parmeliaceae","Cetrelia","W.L. Culb. & C.F. Culb.",154458,"https://www.inaturalist.org/taxa/154458","https://www.inaturalist.org/taxa/154458","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2021-01-27T00:30:23Z","Cetrelia","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378582"
"Parmeliaceae","Cetreliopsis","M.J. Lai",878774,"https://www.inaturalist.org/taxa/878774","https://www.inaturalist.org/taxa/878774","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:20:54Z","Cetreliopsis","genus","https://eol.org/pages/16847"
"Parmeliaceae","Coelopogon","Brusse & Kärnefelt",864016,"https://www.inaturalist.org/taxa/864016","https://www.inaturalist.org/taxa/864016","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:20:57Z","Coelopogon","genus","https://eol.org/pages/23050"
"Parmeliaceae","Cornicularia","(Schreb.) Ach.",176005,"https://www.inaturalist.org/taxa/176005","https://www.inaturalist.org/taxa/176005","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:21:01Z","Cornicularia","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378633"
"Parmeliaceae","Crespoa","(D. Hawksw.) Lendemer & B.P. Hodk.",464071,"https://www.inaturalist.org/taxa/464071","https://www.inaturalist.org/taxa/464071","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:21:10Z","Crespoa","genus",""
"Parmeliaceae","Dactylina","Nyl.",144182,"https://www.inaturalist.org/taxa/144182","https://www.inaturalist.org/taxa/144182","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:22:31Z","Dactylina","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2268776"
"Parmeliaceae","Emodomelanelia","Divakar & A. Crespo",993241,"https://www.inaturalist.org/taxa/993241","https://www.inaturalist.org/taxa/993241","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:22:37Z","Emodomelanelia","genus","https://eol.org/pages/21307802"
"Parmeliaceae","Esslingeriana","Hale & M. J. Lai",175833,"https://www.inaturalist.org/taxa/175833","https://www.inaturalist.org/taxa/175833","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:22:40Z","Esslingeriana","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378813"
"Parmeliaceae","Evernia","Ach.",123176,"https://www.inaturalist.org/taxa/123176","https://www.inaturalist.org/taxa/123176","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-11-25T23:49:13Z","Evernia","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2268759"
"Parmeliaceae","Everniopsis","Nyl.",1351805,"https://www.inaturalist.org/taxa/1351805","https://www.inaturalist.org/taxa/1351805","https://www.inaturalist.org/taxa/54321","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2022-01-20T21:47:47Z","Everniopsis","genus",""
"Parmeliaceae","Flavocetraria","Kärnefelt & Thell",175809,"https://www.inaturalist.org/taxa/175809","https://www.inaturalist.org/taxa/175809","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2021-07-10T08:04:47Z","Flavocetraria","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378824"
"Parmeliaceae","Flavoparmelia","Hale",117951,"https://www.inaturalist.org/taxa/117951","https://www.inaturalist.org/taxa/117951","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:22:50Z","Flavoparmelia","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2267285"
"Parmeliaceae","Flavopunctelia","Hale",69437,"https://www.inaturalist.org/taxa/69437","https://www.inaturalist.org/taxa/69437","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-14T01:12:09Z","Flavopunctelia","genus","http://www.ubio.org/browser/details.php?namebankID=236174"
"Parmeliaceae","Gowardia","P. Halonen, L. Myllys, S. Velmala, & H. Hyvärinen",460710,"https://www.inaturalist.org/taxa/460710","https://www.inaturalist.org/taxa/460710","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:22:56Z","Gowardia","genus",""
"Parmeliaceae","Himantormia","I.M. Lamb",1142801,"https://www.inaturalist.org/taxa/1142801","https://www.inaturalist.org/taxa/1142801","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-12-25T23:34:11Z","Himantormia","genus","https://eol.org/pages/22516"
"Parmeliaceae","Hypogymnia","(Nyl.) Nyl.",117988,"https://www.inaturalist.org/taxa/117988","https://www.inaturalist.org/taxa/117988","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2021-01-25T01:56:45Z","Hypogymnia","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2267734"
"Parmeliaceae","Hypotrachyna","(Vain.) Hale",117980,"https://www.inaturalist.org/taxa/117980","https://www.inaturalist.org/taxa/117980","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:23:05Z","Hypotrachyna","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2267312"
"Parmeliaceae","Imshaugia","F.C. Mey.",175754,"https://www.inaturalist.org/taxa/175754","https://www.inaturalist.org/taxa/175754","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:23:09Z","Imshaugia","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2379132"
"Parmeliaceae","Kaernefeltia","Thell & Goward",154205,"https://www.inaturalist.org/taxa/154205","https://www.inaturalist.org/taxa/154205","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:23:12Z","Kaernefeltia","genus","http://www.ubio.org/browser/details.php?namebankID=236179"
"Parmeliaceae","Letharia","(Th. Fr.) Zahlbr.",54623,"https://www.inaturalist.org/taxa/54623","https://www.inaturalist.org/taxa/54623","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:24:47Z","Letharia","genus","http://www.ubio.org/browser/details.php?namebankID=236181"
"Parmeliaceae","Lethariella","(Motyka) Krog",558369,"https://www.inaturalist.org/taxa/558369","https://www.inaturalist.org/taxa/558369","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:24:50Z","Lethariella","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2379708"
"Parmeliaceae","Masonhalea","Kärnefelt",175671,"https://www.inaturalist.org/taxa/175671","https://www.inaturalist.org/taxa/175671","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:24:53Z","Masonhalea","genus","http://www.ubio.org/browser/details.php?namebankID=2561012"
"Parmeliaceae","Melanelia","Essl.",117853,"https://www.inaturalist.org/taxa/117853","https://www.inaturalist.org/taxa/117853","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:24:56Z","Melanelia","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2268562"
"Parmeliaceae","Melanelixia","O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. & Lumbsch",194687,"https://www.inaturalist.org/taxa/194687","https://www.inaturalist.org/taxa/194687","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2022-10-01T06:42:04Z","Melanelixia","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2457929"
"Parmeliaceae","Melanohalea","O. Blanco, A. Crespo, Divakar, Essl., D. Hawksw. & Lumbsch",461455,"https://www.inaturalist.org/taxa/461455","https://www.inaturalist.org/taxa/461455","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-12-17T02:34:46Z","Melanohalea","genus","http://www.ubio.org/browser/details.php?namebankID=5966567"
"Parmeliaceae","Menegazzia","A. Massal.",123678,"https://www.inaturalist.org/taxa/123678","https://www.inaturalist.org/taxa/123678","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2021-07-28T12:07:26Z","Menegazzia","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2267075"
"Parmeliaceae","Montanelia","Divakar, A. Crespo, Wedin & Essl.",463987,"https://www.inaturalist.org/taxa/463987","https://www.inaturalist.org/taxa/463987","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:25:08Z","Montanelia","genus",""
"Parmeliaceae","Myelochroa","(Asahina) Elix & Hale",175529,"https://www.inaturalist.org/taxa/175529","https://www.inaturalist.org/taxa/175529","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-17T14:37:34Z","Myelochroa","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2380011"
"Parmeliaceae","Nephromopsis","Müll. Arg.",977407,"https://www.inaturalist.org/taxa/977407","https://www.inaturalist.org/taxa/977407","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:25:15Z","Nephromopsis","genus","https://eol.org/pages/2858732"
"Parmeliaceae","Nipponoparmelia","(Kurok.) K.H. Moon, Y. Ohmura & Kashiw.",993268,"https://www.inaturalist.org/taxa/993268","https://www.inaturalist.org/taxa/993268","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:25:23Z","Nipponoparmelia","genus","https://eol.org/pages/21307804"
"Parmeliaceae","Nodobryoria","Common & Brodo",175525,"https://www.inaturalist.org/taxa/175525","https://www.inaturalist.org/taxa/175525","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:25:27Z","Nodobryoria","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2380208"
"Parmeliaceae","Notoparmelia","A. Crespo, Ferencová & Divakar",512785,"https://www.inaturalist.org/taxa/512785","https://www.inaturalist.org/taxa/512785","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:25:30Z","Notoparmelia","genus",""
"Parmeliaceae","Omphalora","T.H. Nash & Hafellner",175503,"https://www.inaturalist.org/taxa/175503","https://www.inaturalist.org/taxa/175503","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:26:59Z","Omphalora","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2381519"
"Parmeliaceae","Oropogon","Th. Fr.",1097665,"https://www.inaturalist.org/taxa/1097665","https://www.inaturalist.org/taxa/1097665","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-07-01T23:11:27Z","Oropogon","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2381642"
"Parmeliaceae","Pannoparmelia","(Mull. Arg.) Darb.",318587,"https://www.inaturalist.org/taxa/318587","https://www.inaturalist.org/taxa/318587","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:27:05Z","Pannoparmelia","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2382093"
"Parmeliaceae","Parmelia","Ach.",54735,"https://www.inaturalist.org/taxa/54735","https://www.inaturalist.org/taxa/54735","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-11-26T13:57:28Z","Parmelia","genus","http://www.catalogueoflife.org/annual-checklist/2009/browse_taxa.php?selected_taxon=25768"
"Parmeliaceae","Parmelina","Hale",175488,"https://www.inaturalist.org/taxa/175488","https://www.inaturalist.org/taxa/175488","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2021-12-11T22:16:21Z","Parmelina","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378726"
"Parmeliaceae","Parmelinella","Elix & Hale",864178,"https://www.inaturalist.org/taxa/864178","https://www.inaturalist.org/taxa/864178","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:27:16Z","Parmelinella","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2382636"
"Parmeliaceae","Parmeliopsis","(Nyl.) Nyl.",154565,"https://www.inaturalist.org/taxa/154565","https://www.inaturalist.org/taxa/154565","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2021-12-23T15:27:52Z","Parmeliopsis","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378768"
"Parmeliaceae","Parmotrema","A. Massal.",117867,"https://www.inaturalist.org/taxa/117867","https://www.inaturalist.org/taxa/117867","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2021-07-26T06:43:52Z","Parmotrema","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2266827"
"Parmeliaceae","Parmotremopsis","Elix & Hale",175487,"https://www.inaturalist.org/taxa/175487","https://www.inaturalist.org/taxa/175487","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:27:27Z","Parmotremopsis","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2457888"
"Parmeliaceae","Platismatia","W.L. Culb. & C.F. Culb.",117886,"https://www.inaturalist.org/taxa/117886","https://www.inaturalist.org/taxa/117886","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2021-10-05T04:18:26Z","Platismatia","genus","http://www.catalogueoflife.org/annual-checklist/2010/browse/tree/id/2269385"
"Parmeliaceae","Pleurosticta","Petr.",318823,"https://www.inaturalist.org/taxa/318823","https://www.inaturalist.org/taxa/318823","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:27:38Z","Pleurosticta","genus","http://www.catalogueoflife.org/annual-checklist/2012/browse/tree/id/2390019"
"Parmeliaceae","Protoparmelia","M. Choisy",175360,"https://www.inaturalist.org/taxa/175360","https://www.inaturalist.org/taxa/175360","https://www.inaturalist.org/taxa/1094691","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:13:19Z","Protoparmelia","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378907"
"Parmeliaceae","Protousnea","(Motyka) Krog",781904,"https://www.inaturalist.org/taxa/781904","https://www.inaturalist.org/taxa/781904","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2022-03-23T18:47:17Z","Protousnea","genus","http://eol.org/pages/2858742"
"Parmeliaceae","Pseudephebe","M. Choisy",154187,"https://www.inaturalist.org/taxa/154187","https://www.inaturalist.org/taxa/154187","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:27:45Z","Pseudephebe","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2390220"
"Parmeliaceae","Pseudevernia","Zopf",175350,"https://www.inaturalist.org/taxa/175350","https://www.inaturalist.org/taxa/175350","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:27:49Z","Pseudevernia","genus","http://www.ubio.org/browser/details.php?namebankID=2561027"
"Parmeliaceae","Pseudoparmelia","Lynge",175417,"https://www.inaturalist.org/taxa/175417","https://www.inaturalist.org/taxa/175417","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2021-12-23T15:29:10Z","Pseudoparmelia","genus","http://www.catalogueoflife.org/annual-checklist/browse/tree/id/2378771"
"Parmeliaceae","Psiloparmelia","Hale",887317,"https://www.inaturalist.org/taxa/887317","https://www.inaturalist.org/taxa/887317","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-02T15:27:57Z","Psiloparmelia","genus","https://eol.org/pages/22656"
"Parmeliaceae","Punctelia","Krog",69211,"https://www.inaturalist.org/taxa/69211","https://www.inaturalist.org/taxa/69211","https://www.inaturalist.org/taxa/1094690","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","","","2020-06-10T14:52:51Z","Punctelia","genus","http://www.ubio.org/browser/details.php?namebankID=236216"
